Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF00385,0.3,1.8,0.38
PF00386,0.36,1.41,0.23
PF00387,0.57,2.42,0.07
PF00388,0.64,2.95,0.05
PF00389,0.27,1.38,0.55
PF00390,0.85,4.07,0.0
PF00393,,,0.0
PF00394,,,0.0
PF00396,0.64,3.32,0.01
PF00397,0.52,2.5,0.08
PF00398,0.46,0.61,0.21
PF00400,0.13,1.11,0.65
PF00402,0.78,3.38,0.0
PF00403,0.48,1.96,0.15
PF00405,0.57,2.44,0.12
PF00406,0.27,1.3,0.44
PF00408,,,0.0
PF00410,,,0.0
PF00411,0.63,1.18,0.05
PF00412,0.23,1.45,0.41
PF00413,0.48,2.57,0.22
PF00414,0.66,2.61,0.01
PF00415,0.39,1.59,0.23
PF00416,,,0.0
PF00418,0.58,3.08,0.18
PF00420,,,0.0
PF00428,0.58,1.45,0.08
PF00429,0.23,1.53,0.58
PF00431,0.25,1.38,0.43
PF00432,0.53,1.38,0.12
PF00433,0.35,1.37,0.25
PF00435,0.18,0.48,0.4
PF00436,,,0.0
PF00438,0.93,4.64,0.0
PF00439,0.34,1.5,0.26
PF00441,0.47,1.22,0.05
PF00443,0.09,1.29,0.79
PF00444,,,0.0
PF00445,,,0.0
PF00446,0.85,4.5,0.0
PF00447,0.5,2.3,0.19
PF00448,0.62,1.42,0.06
PF00450,0.51,0.99,0.1
PF00452,0.38,1.25,0.18
PF00453,,,0.0
PF00454,0.29,1.04,0.36
PF00456,0.71,3.95,0.16
PF00458,0.54,1.98,0.14
PF00459,0.38,0.86,0.29
PF00462,0.41,1.36,0.16
PF00464,0.85,3.76,0.0
PF00465,,,0.0
PF00466,0.56,1.32,0.1
PF00467,0.43,1.5,0.21
PF00468,,,0.0
PF00471,,,0.0
PF00472,0.47,1.52,0.25
PF00473,0.57,1.73,0.03
PF00474,0.49,1.64,0.09
PF00476,0.64,1.62,0.12
PF00478,0.31,2.27,0.53
PF00479,0.64,1.38,0.04
PF00480,,,0.0
PF00481,0.22,1.09,0.53
PF00483,0.48,1.18,0.23
PF00485,0.77,3.37,0.02
PF00487,0.37,0.74,0.22
PF00488,0.56,2.02,0.08
PF00489,,,0.0
PF00490,,,0.0
PF00491,0.78,3.24,0.04
PF00493,0.61,2.49,0.05
PF00494,0.54,-0.17,0.07
PF00498,0.24,0.79,0.4
PF00499,,,0.0
PF00501,0.21,0.51,0.43
PF00503,0.56,2.67,0.13
PF00505,0.43,1.72,0.12
PF00507,,,0.0
PF00510,,,0.0
PF00514,0.28,0.88,0.28
PF00515,0.39,1.15,0.15
PF00517,0.91,4.88,0.05
PF00520,0.14,0.63,0.56
PF00521,0.89,4.29,0.0
PF00525,0.56,2.59,0.19
PF00530,0.34,2.27,0.4
PF00531,0.28,0.76,0.24
PF00533,0.25,0.43,0.28
PF00534,0.38,0.43,0.18
PF00535,0.39,1.57,0.26
PF00536,0.29,0.97,0.31
PF00538,0.54,1.93,0.13
PF00542,,,0.0
PF00549,0.49,0.5,0.06
PF00550,0.38,0.88,0.23
PF00551,0.53,1.42,0.13
PF00552,1.0,5.87,0.0
PF00554,0.4,1.85,0.32
PF00557,0.3,0.64,0.34
PF00560,0.48,1.76,0.22
PF00561,0.19,0.18,0.46
PF00562,0.62,1.99,0.04
PF00564,0.29,0.61,0.27
PF00565,0.36,0.88,0.35
PF00566,0.25,1.02,0.43
PF00567,0.25,0.62,0.33
PF00568,0.39,1.53,0.24
PF00569,0.36,2.21,0.3
PF00570,0.46,0.14,0.08
PF00571,0.28,0.98,0.35
PF00572,0.61,0.8,0.06
PF00573,0.56,0.06,0.15
PF00574,,,0.0
PF00575,0.33,0.69,0.28
PF00576,,,0.0
PF00578,0.65,2.73,0.09
PF00579,0.39,0.09,0.15
PF00581,0.2,0.47,0.47
PF00583,0.22,0.54,0.41
PF00584,,,0.0
PF00586,0.59,2.16,0.2
PF00587,0.34,0.97,0.35
PF00588,0.46,0.68,0.2
PF00590,,,0.0
PF00591,,,0.0
PF00594,0.68,3.18,0.01
PF00595,0.24,1.13,0.4
PF00596,0.59,1.89,0.11
PF00605,0.56,2.6,0.09
PF00607,0.97,5.08,0.01
PF00609,0.53,2.27,0.12
PF00610,0.32,1.26,0.28
PF00611,0.36,1.15,0.18
PF00612,0.37,1.69,0.24
PF00613,0.38,1.49,0.32
PF00614,0.84,4.69,0.05
PF00615,0.29,1.12,0.32
PF00616,0.25,1.4,0.48
PF00617,0.25,1.33,0.47
PF00618,0.24,0.93,0.43
PF00619,0.3,0.69,0.21
PF00620,0.27,1.31,0.38
PF00621,0.27,0.89,0.29
PF00622,0.2,0.78,0.49
PF00623,0.65,2.31,0.07
PF00625,0.28,1.43,0.41
PF00626,0.26,0.64,0.28
PF00627,0.37,1.19,0.17
PF00628,0.34,2.09,0.26
PF00629,0.28,1.06,0.3
PF00630,0.3,1.51,0.38
PF00631,0.45,1.74,0.15
PF00632,0.29,1.47,0.41
PF00633,0.66,1.87,0.13
PF00634,0.52,1.48,0.02
PF00635,0.5,1.36,0.11
PF00636,0.47,1.43,0.31
PF00637,0.3,0.36,0.15
PF00638,0.55,2.98,0.19
PF00639,,,0.0
PF00640,0.21,0.83,0.47
PF00641,0.41,2.34,0.22
PF00642,0.37,2.29,0.26
PF00643,0.3,1.98,0.35
PF00644,0.26,1.15,0.44
PF00645,0.56,1.6,0.06
PF00646,0.36,0.95,0.27
PF00647,,,0.0
PF00648,0.4,2.17,0.32
PF00650,0.44,1.32,0.09
PF00651,0.18,1.17,0.58
PF00652,0.3,1.03,0.26
PF00653,0.53,2.54,0.1
PF00654,0.46,1.89,0.21
PF00656,0.34,1.3,0.3
PF00657,0.5,1.07,0.12
PF00658,0.82,3.65,0.04
PF00659,0.44,1.02,0.13
PF00662,,,0.0
PF00664,0.22,0.24,0.29
PF00665,0.96,5.49,0.03
PF00666,0.56,0.72,0.21
PF00667,0.52,1.52,0.06
PF00670,0.81,3.45,0.0
PF00673,,,0.0
PF00675,0.41,0.96,0.15
PF00676,0.44,1.17,0.16
PF00679,0.47,1.17,0.07
PF00681,0.5,1.94,0.12
PF00682,0.59,2.81,0.27
PF00683,0.37,2.59,0.32
PF00684,0.68,3.0,0.04
PF00685,0.22,0.87,0.48
PF00686,0.45,1.21,0.31
PF00687,0.46,0.43,0.11
PF00688,0.2,0.84,0.52
PF00689,0.39,1.29,0.18
PF00690,0.38,1.16,0.18
PF00692,0.59,1.08,0.17
PF00694,0.62,0.61,0.01
PF00696,,,0.0
PF00698,0.59,0.63,0.13
PF00701,0.62,0.81,0.03
PF00702,0.29,0.47,0.4
PF00703,,,0.0
PF00704,0.48,1.83,0.19
PF00705,,,0.0
PF00708,0.8,3.36,0.0
PF00709,0.9,4.34,0.0
PF00710,,,0.0
PF00711,0.57,2.09,0.04
PF00714,,,0.0
PF00715,,,0.0
PF00717,0.89,4.23,0.03
PF00719,0.87,4.32,0.0
PF00723,0.65,2.14,0.07
PF00725,0.41,0.9,0.19
PF00726,0.42,1.28,0.27
PF00727,,,0.0
PF00728,0.57,2.27,0.22
PF00730,0.25,0.42,0.59
PF00731,,,0.0
PF00732,,,0.0
PF00733,0.36,0.66,0.59
PF00735,0.63,2.83,0.04
PF00736,0.9,4.63,0.03
PF00743,0.7,3.03,0.01
PF00748,0.5,1.4,0.17
PF00749,0.54,0.8,0.04
PF00750,0.66,1.52,0.05
PF00751,0.83,4.26,0.0
PF00752,0.43,0.86,0.15
PF00753,0.28,0.41,0.36
PF00754,0.3,1.43,0.34
PF00755,0.48,1.55,0.12
PF00756,,,0.0
PF00757,0.48,2.51,0.2
PF00758,0.61,0.76,0.07
PF00762,,,0.0
PF00763,0.55,1.93,0.12
PF00764,,,0.0
PF00766,,,0.0
PF00769,0.71,2.73,0.02
PF00773,0.52,1.5,0.14
PF00777,0.3,0.98,0.29
PF00778,0.65,2.83,0.06
PF00779,0.54,2.66,0.06
PF00780,0.28,0.79,0.35
PF00781,0.35,1.75,0.36
PF00782,0.34,1.4,0.3
PF00784,0.39,1.37,0.21
PF00786,0.34,1.57,0.33
PF00787,0.24,0.96,0.42
PF00788,0.23,0.45,0.36
PF00789,0.35,0.81,0.19
PF00790,0.51,1.82,0.05
PF00791,0.37,1.12,0.19
PF00792,0.35,1.24,0.33
PF00794,0.38,0.9,0.22
PF00795,0.32,0.75,0.38
PF00797,0.9,4.37,0.01
PF00801,0.26,0.75,0.39
PF00804,0.6,2.13,0.04
PF00805,0.64,0.82,0.01
PF00806,0.44,1.51,0.1
PF00808,0.46,1.11,0.06
PF00809,,,0.0
PF00810,0.88,4.22,0.0
PF00811,,,0.0
PF00812,0.51,2.22,0.15
PF00814,,,0.0
PF00817,0.38,1.6,0.36
PF00821,0.87,4.17,0.0
PF00822,0.31,1.07,0.29
PF00827,,,0.0
PF00828,0.57,0.45,0.08
PF00829,,,0.0
PF00830,,,0.0
PF00831,,,0.0
PF00832,0.96,5.08,0.0
PF00833,,,0.0
PF00834,0.98,5.06,0.0
PF00835,0.7,2.65,0.09
PF00836,0.65,3.06,0.17
PF00837,0.57,-inf,0.1
PF00838,0.73,3.8,0.18
PF00839,0.33,1.07,0.19
PF00841,,,0.0
PF00849,0.45,0.62,0.12
PF00850,0.48,1.8,0.12
PF00852,0.71,3.18,0.04
PF00853,0.97,5.0,0.0
PF00854,0.31,0.9,0.39
PF00855,0.33,1.16,0.26
PF00856,0.1,1.15,0.77
PF00857,0.75,2.54,0.01
PF00858,0.41,1.53,0.2
PF00859,0.61,2.59,0.14
PF00860,0.66,2.15,0.04
PF00861,,,0.0
PF00864,0.58,2.5,0.08
PF00865,,,0.0
PF00867,0.57,1.61,0.05
PF00868,0.47,1.52,0.07
PF00870,0.81,3.69,0.02
PF00875,0.88,4.29,0.02
PF00876,0.47,1.11,0.26
PF00878,0.29,1.18,0.35
PF00879,0.69,2.94,0.13
PF00880,0.39,1.39,0.16
PF00881,,,0.0
PF00882,,,0.0
PF00883,0.65,1.29,0.04
PF00884,0.33,1.24,0.3
PF00886,,,0.0
PF00887,0.53,2.06,0.14
PF00888,0.32,1.34,0.39
PF00889,,,0.0
PF00890,,,0.0
PF00891,0.73,2.34,0.01
PF00892,0.33,0.19,0.2
PF00895,,,0.0
PF00899,0.17,0.81,0.63
PF00900,0.96,4.8,0.0
PF00903,0.37,0.17,0.24
PF00904,0.76,3.05,0.01
PF00907,0.57,3.04,0.16
PF00909,0.55,2.02,0.13
PF00916,0.47,1.75,0.13
PF00918,0.55,4.92,0.44
PF00919,0.61,1.34,0.12
PF00923,,,0.0
PF00927,0.33,0.48,0.13
PF00928,0.34,1.02,0.26
PF00929,0.31,0.56,0.28
PF00930,0.44,1.35,0.16
PF00931,,,0.0
PF00932,0.54,1.82,0.1
PF00935,0.99,5.33,0.0
PF00939,0.56,2.39,0.13
PF00940,,,0.0
PF00941,0.7,2.07,0.01
PF00953,,,0.0
PF00955,0.48,2.56,0.26
PF00956,0.22,2.36,0.65
PF00957,0.47,1.73,0.12
PF00958,,,0.0
PF00962,0.48,0.74,0.13
PF00965,0.63,2.7,0.05
PF00969,0.65,2.93,0.1
PF00970,0.59,2.49,0.13
PF00975,0.56,0.07,0.13
PF00976,0.65,2.71,0.08
PF00984,,,0.0
PF00988,0.71,2.63,0.08
PF00989,0.29,1.83,0.43
PF00992,0.52,1.45,0.08
PF00993,0.61,2.1,0.05
PF00994,0.44,0.5,0.22
PF00995,0.32,0.81,0.31
PF00996,0.49,3.82,0.44
PF00997,,,0.0
PF00999,0.34,1.13,0.27
PF01000,0.63,1.84,0.19
PF01007,0.55,2.81,0.11
PF01008,0.45,0.77,0.14
PF01012,0.55,-0.19,0.11
PF01015,,,0.0
PF01016,,,0.0
PF01017,0.46,1.56,0.17
PF01018,0.59,1.45,0.23
PF01019,0.53,2.87,0.31
PF01020,,,0.0
PF01023,0.46,1.77,0.13
PF01025,0.72,2.82,0.07
PF01026,0.47,0.74,0.16
PF01027,0.45,1.07,0.12
PF01028,0.89,4.13,0.0
PF01030,0.4,1.44,0.19
PF01031,0.59,1.78,0.03
PF01033,0.49,2.54,0.11
PF01034,0.51,2.69,0.23
PF01035,,,0.0
PF01039,0.52,1.23,0.13
PF01040,0.46,-0.03,0.11
PF01042,,,0.0
PF01044,0.33,1.88,0.51
PF01048,0.45,0.58,0.16
PF01049,0.61,2.96,0.12
PF01053,,,0.0
PF01055,0.46,2.24,0.24
PF01056,0.27,2.25,0.62
PF01058,,,0.0
PF01059,,,0.0
PF01061,0.52,1.2,0.04
PF01062,0.77,3.58,0.03
PF01063,0.76,2.84,0.03
PF01064,0.35,1.26,0.26
PF01066,0.36,1.03,0.38
PF01067,0.37,1.64,0.31
PF01068,0.54,1.18,0.05
PF01070,0.73,2.46,0.02
PF01071,,,0.0
PF01073,0.54,1.63,0.08
PF01074,0.5,1.35,0.1
PF01079,0.62,2.29,0.14
PF01080,0.55,4.44,0.41
PF01082,0.52,1.77,0.09
PF01084,0.62,1.87,0.04
PF01085,0.9,4.59,0.01
PF01086,0.77,3.02,0.06
PF01087,,,0.0
PF01088,0.52,1.64,0.11
PF01090,,,0.0
PF01091,0.75,3.12,0.04
PF01092,,,0.0
PF01093,0.61,0.95,0.03
PF01094,0.2,0.58,0.45
PF01096,0.63,3.02,0.09
PF01099,0.45,1.12,0.08
PF01101,0.56,2.38,0.18
PF01102,0.64,2.37,0.24
PF01103,,,0.0
PF01105,0.41,1.23,0.16
PF01106,,,0.0
PF01108,0.3,0.86,0.34
PF01109,,,0.0
PF01110,,,0.0
PF01111,0.92,4.78,0.0
PF01112,0.51,1.11,0.18
PF01114,,,0.0
PF01115,,,0.0
PF01119,0.43,1.26,0.26
PF01120,0.79,3.64,0.01
PF01121,0.65,1.3,0.02
PF01122,0.52,1.01,0.09
PF01124,0.41,0.81,0.19
PF01125,,,0.0
PF01126,0.78,3.15,0.0
PF01127,,,0.0
PF01128,,,0.0
PF01129,0.54,1.66,0.1
PF01130,0.59,1.78,0.04
PF01131,0.7,1.86,0.02
PF01133,,,0.0
PF01134,,,0.0
PF01135,0.67,2.09,0.05
PF01137,0.32,1.11,0.51
PF01138,0.36,0.61,0.2
PF01139,,,0.0
PF01142,0.64,1.52,0.06
PF01144,0.53,1.4,0.1
PF01145,0.39,0.87,0.14
PF01146,0.7,2.81,0.04
PF01148,0.9,4.43,0.0
PF01149,,,0.0
PF01150,0.43,1.43,0.16
PF01151,0.51,1.79,0.07
PF01153,0.49,1.74,0.12
PF01154,0.89,4.32,0.0
PF01157,,,0.0
PF01158,,,0.0
PF01159,,,0.0
PF01160,0.55,1.6,0.01
PF01161,0.49,1.89,0.31
PF01163,0.56,1.55,0.09
PF01165,,,0.0
PF01166,0.81,3.73,0.04
PF01167,0.59,3.3,0.23
PF01168,,,0.0
PF01169,0.61,0.71,0.03
PF01170,0.48,0.94,0.25
PF01171,,,0.0
PF01172,,,0.0
PF01175,,,0.0
PF01176,0.73,2.55,0.03
PF01179,0.7,2.78,0.03
PF01180,0.59,0.49,0.07
PF01182,0.51,1.44,0.16
PF01186,0.72,3.55,0.02
PF01187,0.71,2.61,0.07
PF01189,0.35,1.27,0.38
PF01191,,,0.0
PF01192,,,0.0
PF01193,0.29,0.89,0.59
PF01194,,,0.0
PF01195,,,0.0
PF01196,,,0.0
PF01198,,,0.0
PF01199,,,0.0
PF01200,,,0.0
PF01201,0.55,0.63,0.27
PF01202,0.54,0.41,0.27
PF01204,,,0.0
PF01205,,,0.0
PF01207,0.54,1.24,0.08
PF01208,,,0.0
PF01209,,,0.0
PF01210,0.83,3.6,0.01
PF01212,,,0.0
PF01213,0.69,3.12,0.23
PF01214,,,0.0
PF01215,,,0.0
PF01216,0.83,3.7,0.01
PF01217,0.35,1.14,0.22
PF01218,,,0.0
PF01221,0.75,3.18,0.03
PF01222,0.62,2.38,0.13
PF01223,0.39,0.97,0.26
PF01227,,,0.0
PF01229,,,0.0
PF01230,0.59,1.79,0.07
PF01231,0.71,2.29,0.01
PF01233,0.94,4.8,0.0
PF01234,0.66,2.08,0.02
PF01237,0.31,1.85,0.43
PF01238,,,0.0
PF01239,0.36,1.23,0.17
PF01242,,,0.0
PF01243,,,0.0
PF01244,0.78,3.24,0.01
PF01245,,,0.0
PF01246,0.71,2.47,0.02
PF01247,,,0.0
PF01248,0.32,0.73,0.25
PF01249,,,0.0
PF01250,,,0.0
PF01251,,,0.0
PF01253,0.59,1.63,0.08
PF01254,,,0.0
PF01255,0.54,0.66,0.31
PF01256,,,0.0
PF01257,,,0.0
PF01259,,,0.0
PF01261,,,0.0
PF01262,,,0.0
PF01263,,,0.0
PF01265,,,0.0
PF01266,0.3,0.36,0.27
PF01267,0.74,2.92,0.02
PF01268,0.88,4.0,0.01
PF01269,0.94,4.62,0.0
PF01271,0.42,-0.05,0.19
PF01273,0.26,0.42,0.29
PF01275,0.66,2.93,0.1
PF01279,0.57,1.94,0.31
PF01280,,,0.0
PF01281,,,0.0
PF01282,,,0.0
PF01283,0.97,4.95,0.0
PF01284,0.23,0.42,0.35
PF01285,1.0,5.15,0.0
PF01286,,,0.0
PF01287,0.9,4.08,0.0
PF01290,0.85,4.16,0.02
PF01291,0.59,0.46,0.06
PF01294,,,0.0
PF01296,0.73,5.69,0.27
PF01299,0.38,0.98,0.23
PF01300,,,0.0
PF01301,0.68,2.71,0.01
PF01302,0.5,2.5,0.2
PF01315,0.73,2.32,0.03
PF01321,0.66,2.17,0.12
PF01323,,,0.0
PF01327,,,0.0
PF01329,0.82,3.68,0.01
PF01331,,,0.0
PF01335,0.41,0.91,0.12
PF01336,0.29,0.46,0.37
PF01342,0.53,2.27,0.13
PF01344,0.31,1.43,0.31
PF01347,0.57,0.25,0.1
PF01351,,,0.0
PF01352,0.53,2.98,0.24
PF01359,,,0.0
PF01363,0.25,2.36,0.52
PF01365,0.38,1.36,0.21
PF01368,,,0.0
PF01369,0.51,2.26,0.13
PF01370,0.36,0.1,0.26
PF01379,,,0.0
PF01380,0.55,1.43,0.05
PF01381,,,0.0
PF01384,0.74,2.15,0.01
