Pfam_code,blosum62_global_mean
PF00836,3.06
PF00837,1.67
PF00838,3.8
PF00839,1.07
PF00841,
PF00849,0.62
PF00850,1.8
PF00852,2.6
PF00853,5.0
PF00854,0.9
PF00855,1.16
PF00856,1.15
PF00857,2.54
PF00858,1.53
PF00859,2.59
PF00860,2.15
PF00861,
PF00864,2.5
PF00865,
PF00867,1.61
PF00868,1.52
PF00870,3.69
PF00875,4.29
PF00876,1.11
PF00878,1.18
PF00879,2.94
PF00880,1.39
PF00881,
PF00882,
PF00883,1.29
PF00884,1.24
PF00886,
PF00887,2.06
PF00888,1.34
PF00889,
PF00890,
PF00891,2.34
PF00892,0.76
PF00895,
PF00899,0.81
PF00900,4.8
PF00903,0.17
PF00904,3.05
PF00907,3.04
PF00909,2.02
PF00916,1.75
PF00918,4.92
PF00919,1.34
PF00923,
PF00927,0.48
PF00928,1.02
PF00929,0.56
PF00930,1.35
PF00931,
PF00932,1.82
PF00935,5.33
PF00939,2.39
PF00940,
PF00941,2.07
PF00953,
PF00955,2.56
PF00956,2.42
PF00957,1.73
PF00958,
PF00962,0.74
PF00965,2.7
PF00969,2.93
PF00970,2.49
PF00975,0.07
PF00976,2.71
PF00984,
PF00988,2.63
PF00989,1.83
PF00992,1.45
PF00993,2.1
PF00994,0.5
PF00995,0.81
PF00996,3.82
PF00997,
PF00999,0.95
PF01000,1.84
PF01007,2.81
PF01008,0.77
PF01012,-0.19
PF01015,
PF01016,
PF01017,1.56
PF01018,1.45
PF01019,2.87
PF01020,
PF01023,1.77
PF01025,2.82
PF01026,0.74
PF01027,1.07
PF01028,4.13
PF01030,1.44
PF01031,1.78
PF01033,2.54
PF01034,2.75
PF01035,
PF01039,1.23
PF01040,-0.03
PF01042,
PF01044,1.88
PF01048,0.58
PF01049,2.96
PF01053,
PF01055,2.24
PF01056,2.25
PF01058,
PF01059,
PF01061,1.2
PF01062,3.58
PF01063,2.84
PF01064,1.21
PF01066,1.03
PF01067,1.64
PF01068,1.18
PF01070,2.46
PF01071,
PF01073,1.63
PF01074,1.35
PF01079,2.29
PF01080,4.44
PF01082,1.77
PF01084,1.87
PF01085,4.59
PF01086,3.02
PF01087,
PF01088,1.64
PF01090,
PF01091,3.12
PF01092,
PF01093,0.95
PF01094,0.56
PF01096,3.02
PF01099,1.12
PF01101,2.38
PF01102,2.37
PF01103,
PF01105,1.23
PF01106,
PF01108,0.86
PF01109,
PF01110,
PF01111,4.78
PF01112,1.11
PF01114,
PF01115,
PF01119,1.26
PF01120,3.64
PF01121,1.3
PF01122,1.01
PF01124,0.81
PF01125,
PF01126,3.15
PF01127,
PF01128,
PF01129,1.66
PF01130,1.78
PF01131,1.86
PF01133,
PF01134,
PF01135,2.09
PF01137,1.11
PF01138,0.61
PF01139,
PF01142,1.52
PF01144,1.4
PF01145,0.82
PF01146,2.81
PF01148,4.43
PF01149,
PF01150,1.43
PF01151,1.79
PF01153,1.74
PF01154,4.32
PF01157,
PF01158,
PF01159,
PF01160,1.6
PF01161,1.89
PF01163,1.55
PF01165,
PF01166,3.73
PF01167,3.3
PF01168,
PF01169,0.71
PF01170,0.94
PF01171,
PF01172,
PF01175,
PF01176,2.55
PF01179,2.78
PF01180,0.49
PF01182,1.44
PF01186,3.55
PF01187,2.61
PF01189,1.27
PF01191,
PF01192,
PF01193,0.89
PF01194,
PF01195,
PF01196,
PF01198,
PF01199,
PF01200,
PF01201,0.63
PF01202,0.41
PF01204,
PF01205,
PF01207,1.15
PF01208,
PF01209,
PF01210,3.6
PF01212,
PF01213,3.12
PF01214,
PF01215,
PF01216,3.7
PF01217,1.14
PF01218,
PF01221,3.18
PF01222,2.38
PF01223,0.97
PF01227,
PF01229,
PF01230,1.79
PF01231,2.29
PF01233,4.8
PF01234,2.08
PF01237,1.85
PF01238,
PF01239,1.23
PF01242,
PF01243,
PF01244,3.24
PF01245,
PF01246,2.47
PF01247,
PF01248,0.73
PF01249,
PF01250,
PF01251,
PF01253,1.63
PF01254,
PF01255,0.66
PF01256,
PF01257,
PF01259,
PF01261,
PF01262,
PF01263,
PF01265,
PF01266,0.36
PF01267,2.92
PF01268,4.0
PF01269,4.62
PF01271,-0.05
PF01273,0.42
PF01275,2.93
PF01279,1.94
PF01280,
PF01281,
PF01282,
PF01283,4.95
PF01284,0.42
PF01285,5.15
PF01286,
PF01287,4.08
PF01290,4.24
PF01291,0.46
PF01294,
PF01296,5.69
PF01299,0.98
PF01300,
PF01301,2.71
PF01302,2.5
PF01315,2.32
PF01321,2.17
PF01323,
PF01327,
PF01329,3.68
PF01331,
PF01335,0.91
PF01336,0.46
PF01342,2.27
PF01344,1.43
PF01347,0.25
PF01351,
PF01352,2.99
PF01359,
PF01363,2.36
PF01365,1.36
PF01368,
PF01369,2.26
PF01370,0.1
PF01379,
PF01380,1.43
PF01381,
PF01384,2.15
PF01387,2.88
PF01388,1.84
PF01390,0.97
PF01391,2.07
PF01392,1.82
PF01393,4.77
PF01394,0.41
PF01396,
PF01398,0.7
PF01399,0.45
PF01400,2.53
PF01401,2.61
PF01403,1.09
PF01404,3.08
PF01406,2.64
PF01408,1.13
PF01409,1.22
PF01410,2.49
PF01411,2.78
PF01412,2.06
PF01413,2.84
PF01414,3.7
PF01415,
PF01416,0.37
PF01417,2.81
PF01419,1.58
PF01421,1.42
PF01422,3.81
PF01423,0.93
PF01424,1.29
PF01425,0.57
PF01426,0.82
PF01428,2.09
PF01429,1.3
PF01431,2.85
PF01432,1.96
PF01433,1.81
PF01434,2.01
PF01435,0.41
PF01436,1.73
PF01437,1.91
PF01442,0.75
PF01448,1.43
PF01451,
PF01454,2.6
PF01457,0.89
PF01459,1.65
PF01462,2.26
PF01463,1.53
PF01465,3.17
PF01466,
PF01467,0.81
PF01470,2.28
PF01471,1.53
PF01472,2.19
PF01476,2.36
PF01477,1.01
PF01479,1.7
PF01480,1.31
PF01483,2.47
PF01485,1.64
PF01490,0.87
PF01491,
PF01494,1.58
PF01496,2.61
PF01500,4.09
PF01501,0.72
PF01504,1.86
PF01505,1.7
PF01507,
PF01509,1.21
PF01510,2.29
PF01512,
PF01513,1.63
PF01521,1.28
PF01529,1.41
PF01530,4.33
PF01531,3.4
PF01532,1.93
PF01534,2.74
PF01535,0.95
PF01536,
PF01541,
PF01545,1.05
PF01546,0.32
PF01549,
PF01551,
PF01553,0.61
PF01554,1.31
PF01556,1.95
PF01557,1.82
PF01562,0.86
PF01564,0.81
PF01565,1.03
PF01566,3.74
PF01569,0.79
PF01571,1.11
PF01575,0.62
PF01576,2.39
PF01582,1.04
PF01583,4.59
PF01585,2.22
PF01586,1.85
PF01588,3.45
PF01590,1.13
PF01591,3.8
PF01592,
PF01593,0.56
PF01594,
PF01595,2.73
PF01596,1.12
PF01597,1.04
PF01599,
PF01602,0.77
PF01603,4.09
PF01607,3.0
PF01608,1.86
PF01612,0.73
PF01619,2.13
PF01624,0.39
PF01625,
PF01630,2.17
PF01632,
PF01633,2.16
PF01636,0.99
PF01641,2.42
PF01642,
PF01648,
PF01650,1.44
PF01652,2.12
PF01655,
PF01658,
PF01661,1.09
PF01663,1.44
PF01667,5.56
PF01669,
PF01687,
PF01693,1.28
PF01694,0.65
PF01699,1.02
PF01702,0.96
PF01704,1.64
PF01709,
PF01712,1.4
PF01713,
PF01715,
PF01722,1.66
PF01725,
PF01728,0.99
PF01729,
PF01731,3.53
PF01733,1.32
PF01734,0.68
PF01735,2.26
PF01738,
PF01740,0.75
PF01743,
PF01747,4.65
PF01749,1.87
PF01751,1.22
PF01753,2.43
PF01754,2.51
PF01755,3.19
PF01756,0.93
PF01758,1.76
PF01759,0.64
PF01762,1.65
PF01764,2.08
PF01765,
PF01769,1.52
PF01770,2.43
PF01773,3.53
PF01775,
PF01776,4.01
PF01777,
PF01778,0.29
PF01779,
PF01780,4.35
PF01781,
PF01783,
PF01784,
PF01791,
PF01794,0.9
PF01795,5.02
PF01798,1.75
PF01799,4.37
PF01803,4.44
PF01805,1.8
PF01808,
PF01812,0.32
PF01813,
PF01814,
PF01821,1.83
PF01822,1.38
PF01823,0.81
PF01825,2.24
PF01826,2.21
PF01833,0.74
PF01834,1.76
PF01835,1.66
PF01839,2.35
PF01840,1.8
PF01841,2.68
PF01842,
PF01843,1.57
PF01844,
PF01846,1.11
PF01847,3.68
PF01849,2.87
PF01851,0.88
PF01852,0.44
PF01853,3.53
PF01857,2.53
PF01858,2.24
PF01866,1.03
PF01868,
PF01869,
PF01871,4.8
PF01873,1.14
PF01875,
PF01876,
PF01878,
PF01883,2.88
PF01885,
PF01896,-0.22
PF01900,0.34
PF01902,
PF01907,
PF01909,1.33
PF01912,
PF01916,
PF01918,2.9
PF01920,0.36
PF01922,
PF01923,
PF01926,1.22
PF01927,
PF01928,
PF01929,
PF01931,
PF01936,
PF01937,-0.16
PF01938,0.77
PF01940,
PF01946,
PF01951,
PF01956,0.25
PF01958,
PF01963,1.84
PF01965,
PF01966,
PF01967,
PF01968,
PF01974,1.11
PF01979,1.36
PF01980,
PF01981,0.86
PF01984,
PF01990,
PF01991,3.67
PF01992,3.69
PF01997,0.89
PF02002,
PF02005,0.97
PF02008,2.75
PF02010,0.4
PF02014,1.18
PF02017,1.81
PF02019,0.98
PF02020,1.55
PF02022,5.35
PF02023,2.93
PF02024,
PF02025,
PF02026,1.97
PF02029,0.94
PF02033,
PF02036,1.71
PF02037,1.43
PF02038,2.58
PF02044,4.5
PF02045,
PF02046,3.73
PF02055,
PF02057,
PF02058,2.23
PF02059,
PF02060,1.58
PF02063,2.17
PF02064,2.45
PF02070,
PF02072,
PF02077,
PF02078,3.79
PF02079,
PF02083,
PF02089,1.06
PF02096,1.16
PF02099,2.16
PF02100,2.84
PF02101,
PF02104,
PF02106,
PF02109,
PF02114,1.81
PF02115,3.55
PF02121,2.89
PF02126,
PF02127,
PF02130,
PF02135,3.41
PF02136,1.68
PF02137,1.48
PF02138,2.74
PF02140,2.38
PF02141,1.31
PF02142,0.36
PF02144,
PF02145,2.14
PF02146,1.47
PF02148,1.89
PF02149,3.07
PF02150,2.0
PF02155,
PF02157,
PF02158,1.87
PF02159,
PF02161,
PF02163,
PF02165,
PF02166,
PF02167,
PF02170,1.57
PF02171,2.38
PF02172,4.8
PF02173,2.67
PF02174,1.13
PF02176,1.5
PF02177,3.29
PF02178,3.47
PF02179,1.08
PF02180,2.48
PF02181,1.14
PF02182,4.12
PF02185,1.61
PF02186,
PF02187,3.21
PF02188,2.45
PF02189,1.31
PF02190,0.81
PF02191,1.88
PF02192,2.31
PF02194,1.02
PF02195,
PF02196,1.26
PF02197,1.68
PF02198,1.6
PF02199,3.23
PF02201,2.64
PF02202,
PF02204,1.14
PF02205,1.54
PF02207,2.11
PF02208,3.05
PF02209,2.52
PF02210,0.67
PF02212,1.83
PF02213,2.83
PF02214,1.43
PF02218,3.57
PF02219,
PF02221,0.21
PF02223,0.59
PF02225,0.83
PF02229,
PF02230,2.19
PF02233,
PF02234,2.63
PF02237,
PF02238,2.83
PF02244,1.48
PF02245,
PF02251,2.46
PF02252,2.47
PF02256,1.98
PF02257,2.49
PF02259,0.1
PF02260,2.08
PF02262,2.34
PF02263,2.37
PF02267,2.0
PF02268,
PF02269,1.43
PF02270,
PF02271,
PF02272,
PF02275,1.67
PF02284,
PF02285,2.44
PF02290,
PF02291,4.9
PF02295,1.03
PF02296,4.31
PF02297,1.61
PF02301,1.33
PF02310,0.27
PF02312,
PF02318,1.63
PF02319,2.14
PF02320,5.11
PF02330,
PF02337,5.25
PF02338,0.78
PF02344,
PF02347,
PF02348,
PF02350,
PF02351,1.01
PF02354,2.22
PF02359,-0.4
PF02366,1.81
PF02368,2.55
PF02372,0.65
PF02373,0.99
PF02374,
PF02375,2.67
PF02376,2.25
PF02377,3.36
PF02383,1.57
PF02389,4.64
PF02390,
PF02391,
PF02394,0.92
PF02403,
PF02404,
PF02410,
PF02412,2.84
PF02423,
PF02434,1.59
PF02436,
PF02437,1.79
PF02441,
PF02450,2.69
PF02453,2.88
PF02460,1.87
PF02463,-0.01
PF02466,0.75
PF02469,0.91
PF02475,0.86
PF02485,1.78
PF02487,
PF02492,4.96
PF02493,1.83
PF02494,1.76
PF02513,2.38
PF02515,1.11
PF02516,3.39
PF02517,
PF02518,2.18
PF02525,2.57
PF02535,0.8
PF02536,0.44
PF02538,
PF02540,0.31
PF02544,1.38
PF02545,
PF02567,
PF02574,2.01
PF02578,
PF02580,1.03
PF02582,
PF02585,
PF02586,
PF02594,
PF02597,
PF02598,
PF02602,
PF02607,
PF02617,2.42
PF02628,
PF02629,0.49
PF02630,3.37
PF02636,
PF02637,
PF02661,
PF02666,
PF02668,1.13
PF02671,1.35
PF02676,
PF02678,
PF02686,
PF02690,2.53
PF02696,
PF02709,2.91
PF02714,3.44
PF02724,
PF02727,3.0
PF02728,2.01
PF02729,1.25
PF02731,
PF02732,0.12
PF02733,
PF02734,
PF02735,0.31
PF02736,2.07
PF02737,1.04
PF02738,2.74
PF02740,
PF02744,
PF02746,
PF02747,
PF02749,
PF02750,4.28
PF02751,
PF02752,1.36
PF02755,2.29
PF02758,1.0
PF02759,0.71
PF02760,2.59
PF02761,3.66
PF02762,4.39
PF02765,
PF02769,0.44
PF02770,1.47
PF02771,1.07
PF02772,4.63
PF02773,4.85
PF02775,1.38
PF02776,1.54
PF02777,
PF02778,
PF02779,0.94
PF02780,1.53
PF02781,1.62
PF02782,1.57
PF02784,3.05
PF02785,1.6
PF02786,1.35
PF02787,1.9
PF02789,
PF02790,
PF02791,1.48
PF02792,5.29
PF02793,1.59
PF02798,1.63
PF02799,4.47
PF02800,4.03
PF02801,1.09
PF02803,2.16
PF02806,3.77
PF02807,4.1
PF02809,2.1
PF02812,5.23
PF02815,1.1
PF02816,1.16
PF02817,1.93
PF02818,3.25
PF02820,1.87
PF02822,2.73
PF02823,
PF02824,1.53
PF02825,1.18
PF02826,2.0
PF02827,1.36
PF02828,0.91
PF02833,1.71
PF02836,0.63
PF02837,4.57
PF02840,
PF02841,2.4
PF02843,
PF02844,
PF02845,1.0
PF02847,0.66
PF02852,2.18
PF02854,0.39
PF02862,1.66
PF02864,1.75
PF02865,1.83
PF02866,1.61
PF02867,
PF02870,
PF02872,
PF02874,0.75
PF02877,1.82
PF02878,1.41
PF02879,1.52
PF02880,1.36
PF02881,0.43
PF02882,2.31
PF02883,0.73
PF02885,
PF02886,0.77
PF02887,3.5
PF02888,3.55
PF02889,0.71
PF02891,3.97
PF02892,2.2
PF02893,0.76
PF02897,0.21
PF02898,3.92
PF02902,1.61
PF02906,2.93
PF02910,
PF02911,1.47
PF02913,0.38
PF02919,4.02
PF02921,4.83
PF02922,
PF02926,0.81
PF02928,2.75
PF02931,1.4
PF02932,1.01
PF02933,-0.52
PF02934,
PF02935,
PF02936,3.24
PF02937,
PF02938,
PF02939,
PF02946,2.26
PF02947,
PF02948,5.15
PF02953,1.3
PF02961,1.99
PF02965,
PF02966,2.11
PF02969,2.17
PF02970,
PF02971,
PF02978,
PF02984,0.73
PF02985,0.81
PF02988,
PF02990,1.93
PF02991,2.82
PF02994,2.22
PF02996,0.38
PF03002,5.23
PF03006,0.69
PF03009,0.68
PF03015,3.45
PF03016,0.99
PF03020,2.18
PF03024,1.75
PF03028,2.12
PF03029,1.43
PF03031,1.81
PF03034,1.97
PF03036,1.36
PF03039,
PF03045,1.78
PF03051,
PF03054,
PF03055,2.02
PF03061,0.94
PF03062,0.2
PF03066,2.0
PF03068,3.3
PF03071,1.91
PF03073,1.97
PF03074,
PF03079,
PF03081,
PF03083,0.81
PF03088,
PF03089,
PF03091,
PF03095,
PF03096,3.63
PF03097,1.28
PF03098,1.66
PF03099,
PF03102,
PF03104,0.43
PF03105,-1.67
PF03109,1.17
PF03114,0.8
PF03121,
PF03124,
PF03126,
PF03127,1.75
PF03128,4.04
PF03129,0.61
PF03131,1.93
PF03133,1.28
PF03134,3.51
PF03137,1.83
PF03142,
PF03143,
PF03144,0.78
PF03145,3.79
PF03146,
PF03147,1.67
PF03148,1.25
PF03151,0.66
PF03152,
PF03153,1.83
PF03154,2.82
PF03155,1.04
PF03159,3.05
PF03160,0.87
PF03165,2.24
PF03166,2.89
PF03167,-0.04
PF03171,4.22
PF03172,2.23
PF03176,0.44
PF03177,0.02
PF03178,0.86
PF03179,2.92
PF03184,1.11
PF03185,1.78
PF03188,1.47
PF03189,1.89
PF03190,
PF03194,2.63
PF03199,
PF03200,
PF03208,1.23
PF03215,
PF03221,1.56
PF03223,3.37
PF03224,
PF03226,1.79
PF03227,
PF03232,
PF03234,
PF03247,2.38
PF03248,
PF03250,2.74
PF03253,3.96
PF03256,1.69
PF03259,1.46
PF03261,3.87
PF03265,2.05
PF03266,
PF03271,3.77
PF03281,1.36
PF03283,
PF03285,1.92
PF03291,
PF03297,
PF03298,1.92
PF03299,4.25
PF03301,
PF03308,
PF03311,2.94
PF03328,
PF03332,3.77
PF03343,
PF03344,
PF03345,
PF03348,2.26
PF03351,0.67
PF03357,0.91
PF03359,2.45
PF03360,2.89
PF03364,4.43
PF03366,2.42
PF03367,2.06
PF03368,
PF03370,1.82
PF03371,0.59
PF03372,-0.02
PF03378,
PF03381,2.9
PF03388,2.21
PF03398,
PF03399,0.86
PF03402,1.69
PF03403,2.25
PF03404,
PF03414,2.06
PF03416,2.46
PF03435,0.61
PF03439,
PF03441,5.17
PF03446,0.89
PF03447,
PF03450,2.17
PF03451,3.09
PF03453,
PF03454,
PF03455,1.36
PF03456,1.58
PF03462,2.48
PF03463,
PF03464,-0.1
PF03465,0.75
PF03467,3.97
PF03473,2.3
PF03474,3.13
PF03476,2.23
PF03477,
PF03483,
PF03484,
PF03485,
PF03487,
PF03489,1.61
PF03491,
PF03493,1.94
PF03494,
PF03501,4.03
PF03508,
PF03509,
PF03511,
