Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF00105,0.63,3.25,0.04
PF00106,0.51,0.94,0.05
PF00108,,,0.0
PF00109,,,0.0
PF00112,0.52,2.06,0.13
PF00117,0.57,1.31,0.06
PF00118,,,0.0
PF00120,,,0.0
PF00125,0.59,0.35,0.05
PF00129,0.73,2.87,0.01
PF00130,0.4,1.92,0.19
PF00133,,,0.0
PF00134,0.65,1.94,0.02
PF00135,0.48,1.44,0.11
PF00136,,,0.0
PF00143,0.69,1.66,0.01
PF00146,,,0.0
PF00147,0.77,3.02,0.0
PF00149,0.24,0.07,0.41
PF00151,,,0.0
PF00152,,,0.0
PF00153,0.34,0.8,0.15
PF00155,,,0.0
PF00167,0.68,1.99,0.03
PF00168,0.16,0.72,0.55
PF00169,0.19,0.43,0.48
PF00170,0.55,1.53,0.09
PF00171,,,0.0
PF00173,0.63,1.2,0.04
PF00175,,,0.0
PF00176,0.54,1.28,0.11
PF00179,0.57,1.38,0.04
PF00188,,,0.0
PF00191,0.46,1.37,0.05
PF00194,0.58,1.56,0.06
PF00201,0.7,2.96,0.01
PF00202,,,0.0
PF00206,0.58,0.2,0.06
PF00207,0.51,1.86,0.08
PF00209,0.74,2.68,0.01
PF00211,0.5,1.81,0.12
PF00213,,,0.0
PF00215,,,0.0
PF00217,,,0.0
PF00220,0.89,5.22,0.0
PF00224,,,0.0
PF00225,0.39,1.69,0.3
PF00226,0.62,2.62,0.11
PF00229,0.36,0.73,0.19
PF00230,0.74,2.61,0.02
PF00232,0.52,2.46,0.24
PF00236,,,0.0
PF00240,0.36,0.78,0.18
PF00245,,,0.0
PF00246,0.53,1.59,0.11
PF00249,0.4,1.26,0.15
PF00254,0.49,1.58,0.12
PF00255,0.69,-inf,0.03
PF00258,0.45,1.57,0.22
PF00261,,,0.0
PF00270,0.36,0.89,0.25
PF00271,0.32,1.13,0.27
PF00282,,,0.0
PF00287,,,0.0
PF00288,0.44,0.89,0.24
PF00289,,,0.0
PF00292,0.87,3.99,0.0
PF00293,0.34,0.37,0.3
PF00297,0.5,,0.5
PF00307,0.26,0.68,0.3
PF00313,0.51,1.74,0.1
PF00320,0.52,1.45,0.09
PF00324,,,0.0
PF00328,0.86,3.93,0.02
PF00334,,,0.0
PF00335,0.37,0.83,0.18
PF00337,0.48,1.49,0.1
PF00340,0.58,0.43,0.1
PF00341,,,0.0
PF00342,,,0.0
PF00350,,,0.0
PF00354,0.76,2.84,0.01
PF00357,0.68,3.32,0.1
PF00364,0.59,1.61,0.02
PF00370,,,0.0
PF00373,0.46,1.02,0.13
PF00378,0.6,0.65,0.03
PF00382,0.56,0.06,0.02
PF00383,0.56,0.45,0.18
PF00384,,,0.0
PF00385,0.31,1.72,0.38
PF00386,0.43,1.12,0.07
PF00388,0.69,2.96,0.03
PF00389,0.5,1.0,0.5
PF00390,0.84,3.8,0.0
PF00394,,,0.0
PF00396,0.64,3.32,0.01
PF00397,0.56,1.87,0.06
PF00400,0.19,1.12,0.52
PF00405,0.57,2.44,0.12
PF00406,0.5,-2.0,0.5
PF00412,0.39,1.38,0.12
PF00413,0.64,2.72,0.05
PF00415,0.49,1.93,0.14
PF00420,,,0.0
PF00431,0.39,1.51,0.18
PF00432,0.63,1.31,0.05
PF00435,0.23,0.61,0.33
PF00439,0.4,1.27,0.2
PF00443,0.17,0.47,0.68
PF00447,,,0.0
PF00448,,,0.0
PF00450,,,0.0
PF00454,0.55,2.13,0.14
PF00459,,,0.0
PF00462,0.84,3.92,0.01
PF00464,0.85,3.76,0.0
PF00467,0.49,1.04,0.13
PF00473,,,0.0
PF00474,0.83,3.8,0.01
PF00481,0.44,0.66,0.16
PF00487,,,0.0
PF00488,,,0.0
PF00491,,,0.0
PF00498,0.31,0.65,0.24
PF00501,0.37,0.91,0.29
PF00503,0.69,2.58,0.03
PF00505,0.45,1.27,0.08
PF00514,0.3,0.8,0.22
PF00515,0.41,1.23,0.17
PF00520,0.21,0.95,0.44
PF00530,0.4,2.02,0.26
PF00531,0.34,0.68,0.16
PF00533,0.26,0.43,0.28
PF00535,0.42,0.41,0.21
PF00536,0.33,1.0,0.24
PF00554,,,0.0
PF00560,0.41,1.52,0.22
PF00561,0.41,-0.35,0.11
PF00564,0.36,0.72,0.14
PF00567,0.3,0.66,0.23
PF00568,0.57,0.36,0.07
PF00571,0.6,1.1,0.13
PF00573,,,0.0
PF00579,,,0.0
PF00583,0.36,0.14,0.26
PF00587,,,0.0
PF00588,,,0.0
PF00591,,,0.0
PF00595,0.37,0.9,0.19
PF00596,,,0.0
PF00607,,,0.0
PF00609,0.62,2.01,0.08
PF00610,0.4,1.29,0.22
PF00612,0.4,1.59,0.16
PF00613,0.52,1.12,0.14
PF00615,0.43,1.22,0.08
PF00616,,,0.0
PF00618,0.42,0.44,0.29
PF00619,0.32,0.6,0.16
PF00620,0.3,1.21,0.33
PF00621,0.38,0.94,0.16
PF00622,0.27,0.63,0.37
PF00623,0.7,2.17,0.05
PF00625,0.57,0.4,0.09
PF00626,0.3,0.62,0.2
PF00627,0.41,1.14,0.12
PF00628,0.37,2.15,0.22
PF00629,0.32,0.97,0.22
PF00630,0.33,1.58,0.33
PF00631,0.57,1.87,0.05
PF00632,0.65,1.68,0.07
PF00633,,,0.0
PF00634,0.52,1.48,0.02
PF00635,0.55,1.19,0.11
PF00637,0.3,0.36,0.15
PF00638,0.69,2.93,0.03
PF00640,0.41,1.15,0.2
PF00641,0.5,2.57,0.15
PF00642,0.45,2.11,0.16
PF00643,0.48,1.76,0.11
PF00644,0.57,0.54,0.15
PF00646,0.6,0.71,0.06
PF00650,,,0.0
PF00651,0.3,1.19,0.34
PF00652,0.36,0.82,0.22
PF00653,0.61,2.05,0.06
PF00656,0.42,1.16,0.2
PF00657,,,0.0
PF00664,0.44,0.77,0.08
PF00665,,,0.0
PF00666,,,0.0
PF00667,0.77,3.0,0.02
PF00670,,,0.0
PF00675,0.58,0.49,0.05
PF00676,0.58,0.26,0.05
PF00679,,,0.0
PF00681,0.64,2.48,0.0
PF00682,,,0.0
PF00685,0.46,1.19,0.19
PF00689,,,0.0
PF00692,,,0.0
PF00694,,,0.0
PF00698,,,0.0
PF00702,0.38,0.48,0.27
PF00704,0.74,2.84,0.03
PF00705,,,0.0
PF00725,0.44,1.04,0.18
PF00730,0.25,0.42,0.59
PF00733,0.5,-3.0,0.5
PF00743,0.73,2.9,0.01
PF00749,0.7,1.95,0.01
PF00750,,,0.0
PF00752,0.66,1.82,0.07
PF00754,0.45,1.76,0.19
PF00755,0.62,1.08,0.07
PF00756,,,0.0
PF00757,0.72,2.86,0.03
PF00780,0.44,0.29,0.16
PF00781,0.42,1.45,0.26
PF00782,0.61,2.17,0.06
PF00786,0.48,1.06,0.1
PF00787,0.26,0.94,0.37
PF00788,0.31,0.27,0.22
PF00789,0.48,0.86,0.06
PF00790,0.65,2.07,0.04
PF00792,0.43,1.14,0.24
PF00794,0.52,0.96,0.05
PF00797,,,0.0
PF00801,0.28,0.73,0.34
PF00808,,,0.0
PF00811,,,0.0
PF00822,0.46,1.35,0.12
PF00837,0.66,-inf,0.08
PF00839,0.33,1.07,0.19
PF00850,,,0.0
PF00852,0.95,5.29,0.03
PF00854,0.5,-0.69,0.42
PF00856,0.52,0.26,0.38
PF00865,,,0.0
PF00867,0.68,1.65,0.02
PF00870,0.79,3.3,0.01
PF00878,0.29,1.18,0.35
PF00879,,,0.0
PF00880,0.42,1.41,0.1
PF00884,0.54,1.36,0.16
PF00887,,,0.0
PF00891,,,0.0
PF00899,0.26,0.59,0.51
PF00903,,,0.0
PF00909,,,0.0
PF00916,0.68,1.88,0.01
PF00927,0.32,0.45,0.13
PF00928,0.44,0.28,0.17
PF00929,,,0.0
PF00930,0.58,0.54,0.11
PF00931,,,0.0
PF00932,,,0.0
PF00939,,,0.0
PF00941,,,0.0
PF00957,0.63,1.85,0.02
PF00965,,,0.0
PF00969,0.74,3.5,0.02
PF00970,0.79,3.44,0.0
PF00975,,,0.0
PF00989,0.61,1.02,0.08
PF00997,,,0.0
PF00999,0.58,2.09,0.1
PF01008,,,0.0
PF01019,0.59,1.49,0.05
PF01023,,,0.0
PF01026,,,0.0
PF01030,0.41,1.49,0.18
PF01039,0.64,1.91,0.1
PF01044,,,0.0
PF01049,,,0.0
PF01053,,,0.0
PF01064,0.61,1.54,0.06
PF01068,0.54,1.18,0.05
PF01071,,,0.0
PF01073,,,0.0
PF01074,0.64,1.47,0.06
PF01079,,,0.0
PF01093,0.61,0.95,0.03
PF01094,0.33,0.61,0.25
PF01099,0.54,1.12,0.02
PF01102,,,0.0
PF01105,0.67,2.25,0.05
PF01108,0.35,0.83,0.28
PF01109,,,0.0
PF01110,,,0.0
PF01112,,,0.0
PF01114,,,0.0
PF01119,,,0.0
PF01122,,,0.0
PF01124,,,0.0
PF01126,,,0.0
PF01129,0.65,1.54,0.07
PF01144,0.56,-0.13,0.1
PF01148,,,0.0
PF01150,,,0.0
PF01151,0.61,0.99,0.06
PF01153,,,0.0
PF01163,0.56,1.55,0.09
PF01166,,,0.0
PF01167,,,0.0
PF01182,,,0.0
PF01187,,,0.0
PF01189,,,0.0
PF01202,,,0.0
PF01204,,,0.0
PF01213,,,0.0
PF01216,,,0.0
PF01217,,,0.0
PF01230,,,0.0
PF01231,,,0.0
PF01234,0.69,1.81,0.01
PF01238,,,0.0
PF01244,,,0.0
PF01248,0.4,0.83,0.23
PF01254,,,0.0
PF01271,0.56,0.46,0.22
PF01273,0.31,0.43,0.21
PF01284,0.35,0.56,0.17
PF01287,,,0.0
PF01291,,,0.0
PF01299,,,0.0
PF01323,,,0.0
PF01331,,,0.0
PF01344,0.38,1.54,0.23
PF01347,,,0.0
PF01352,0.7,2.13,0.05
PF01363,0.57,2.56,0.08
PF01380,0.55,-0.21,0.05
PF01387,,,0.0
PF01390,0.67,3.02,0.11
PF01391,0.55,2.19,0.06
PF01394,0.35,-0.19,0.12
PF01396,,,0.0
PF01398,0.35,0.4,0.23
PF01399,0.28,0.44,0.23
PF01400,0.63,2.1,0.03
PF01401,0.77,3.1,0.01
PF01410,0.89,4.55,0.0
PF01411,,,0.0
PF01412,0.55,1.27,0.03
PF01417,,,0.0
PF01421,0.51,1.61,0.05
PF01425,,,0.0
PF01426,0.36,0.44,0.38
PF01429,0.52,1.22,0.05
PF01431,,,0.0
PF01432,,,0.0
PF01433,0.67,2.61,0.03
PF01434,,,0.0
PF01435,,,0.0
PF01436,0.43,1.4,0.09
PF01437,0.29,1.78,0.37
PF01442,0.52,0.21,0.37
PF01451,,,0.0
PF01459,,,0.0
PF01462,0.38,1.44,0.23
PF01463,0.37,1.15,0.11
PF01467,,,0.0
PF01471,0.43,1.15,0.12
PF01472,,,0.0
PF01477,0.34,0.82,0.23
PF01483,,,0.0
PF01485,,,0.0
PF01490,,,0.0
PF01496,,,0.0
PF01500,0.62,5.62,0.35
PF01510,0.57,2.14,0.16
PF01529,,,0.0
PF01531,,,0.0
PF01532,0.58,2.0,0.09
PF01535,0.45,0.95,0.24
PF01551,,,0.0
PF01553,0.48,1.0,0.16
PF01562,,,0.0
PF01564,0.62,0.84,0.06
PF01575,,,0.0
PF01582,0.39,0.94,0.22
PF01583,,,0.0
PF01585,0.5,1.86,0.12
PF01588,0.81,3.45,0.02
PF01590,0.56,0.42,0.11
PF01591,,,0.0
PF01593,,,0.0
PF01602,0.44,0.9,0.15
PF01612,,,0.0
PF01624,0.56,0.02,0.11
PF01630,,,0.0
PF01650,,,0.0
PF01661,0.49,0.93,0.06
PF01663,0.63,2.23,0.05
PF01667,,,0.0
PF01694,0.53,0.84,0.07
PF01699,0.4,0.31,0.18
PF01712,0.6,2.26,0.1
PF01729,,,0.0
PF01731,0.86,4.07,0.0
PF01733,0.7,2.17,0.05
PF01740,0.54,1.53,0.13
PF01751,,,0.0
PF01753,0.46,2.5,0.21
PF01755,,,0.0
PF01756,,,0.0
PF01758,0.65,1.39,0.02
PF01759,0.32,0.5,0.24
PF01762,,,0.0
PF01770,0.7,2.31,0.04
PF01812,,,0.0
PF01822,0.48,1.35,0.12
PF01823,,,0.0
PF01825,,,0.0
PF01826,0.41,2.38,0.23
PF01833,0.2,0.78,0.48
PF01835,0.68,2.22,0.02
PF01839,0.38,2.28,0.29
PF01842,,,0.0
PF01846,0.35,1.17,0.24
PF01852,0.46,0.53,0.09
PF01878,,,0.0
PF01896,,,0.0
PF01909,0.47,0.73,0.24
PF01920,0.46,0.29,0.02
PF01926,0.4,1.14,0.31
PF01963,,,0.0
PF01966,,,0.0
PF01991,,,0.0
PF02002,,,0.0
PF02005,,,0.0
PF02022,,,0.0
PF02023,0.62,0.87,0.03
PF02024,,,0.0
PF02037,0.7,2.46,0.04
PF02038,0.62,2.09,0.07
PF02055,,,0.0
PF02058,0.68,2.23,0.07
PF02063,,,0.0
PF02077,,,0.0
PF02083,,,0.0
PF02101,,,0.0
PF02106,,,0.0
PF02136,,,0.0
PF02140,,,0.0
PF02141,0.58,1.71,0.05
PF02142,0.56,-0.2,0.12
PF02148,0.65,2.07,0.13
PF02171,,,0.0
PF02172,,,0.0
PF02173,,,0.0
PF02174,0.73,2.28,0.03
PF02176,0.5,1.52,0.05
PF02181,0.44,1.18,0.09
PF02197,0.68,1.72,0.03
PF02198,0.46,1.29,0.09
PF02204,,,0.0
PF02205,0.48,1.51,0.17
PF02210,0.2,0.71,0.43
PF02212,,,0.0
PF02214,0.56,2.12,0.07
PF02219,,,0.0
PF02221,,,0.0
PF02223,,,0.0
PF02230,,,0.0
PF02259,,,0.0
PF02263,0.59,2.28,0.1
PF02269,0.64,1.43,0.03
PF02272,,,0.0
PF02275,,,0.0
PF02295,0.59,0.83,0.03
PF02297,,,0.0
PF02301,,,0.0
PF02319,,,0.0
PF02337,,,0.0
PF02338,0.43,0.33,0.24
PF02344,,,0.0
PF02347,,,0.0
PF02351,0.53,-0.25,0.29
PF02366,0.67,1.81,0.05
PF02368,,,0.0
PF02373,0.54,1.46,0.05
PF02374,,,0.0
PF02389,,,0.0
PF02423,,,0.0
PF02434,0.47,1.38,0.23
PF02441,,,0.0
PF02469,0.3,0.86,0.28
PF02485,0.71,2.39,0.03
PF02493,0.4,1.92,0.22
PF02494,0.79,3.3,0.0
PF02516,,,0.0
PF02518,0.82,3.99,0.07
PF02535,0.39,0.97,0.37
PF02544,0.78,3.17,0.01
PF02597,,,0.0
PF02636,,,0.0
PF02637,,,0.0
PF02678,,,0.0
PF02709,,,0.0
PF02727,0.72,2.06,0.0
PF02728,,,0.0
PF02732,,,0.0
PF02744,,,0.0
PF02750,,,0.0
PF02752,0.51,1.31,0.1
PF02758,0.62,1.14,0.06
PF02759,0.43,0.86,0.25
PF02760,,,0.0
PF02769,0.35,-0.13,0.26
PF02771,0.64,1.1,0.01
PF02779,0.55,1.15,0.17
PF02780,,,0.0
PF02781,,,0.0
PF02784,,,0.0
PF02785,,,0.0
PF02786,0.52,0.86,0.04
PF02793,0.53,1.86,0.14
PF02798,0.46,0.21,0.12
PF02801,,,0.0
PF02803,0.73,2.34,0.01
PF02806,,,0.0
PF02815,0.6,0.68,0.05
PF02816,,,0.0
PF02818,0.76,3.25,0.01
PF02824,0.59,0.62,0.09
PF02827,,,0.0
PF02836,,,0.0
PF02841,0.89,3.95,0.0
PF02845,0.6,0.9,0.02
PF02847,,,0.0
PF02852,0.7,2.15,0.01
PF02854,0.3,0.27,0.26
PF02870,,,0.0
PF02872,,,0.0
PF02880,,,0.0
PF02882,,,0.0
PF02883,0.55,-0.22,0.09
PF02886,0.57,1.22,0.0
PF02889,0.41,0.85,0.17
PF02892,0.59,2.53,0.11
PF02893,0.35,0.19,0.24
PF02897,,,0.0
PF02902,,,0.0
PF02922,,,0.0
PF02931,0.42,1.25,0.13
PF02932,0.81,3.29,0.04
PF02969,0.69,2.17,0.02
PF02984,0.55,0.11,0.1
PF02985,0.45,0.95,0.12
PF02994,,,0.0
PF03016,,,0.0
PF03024,0.47,1.09,0.17
PF03031,,,0.0
PF03051,,,0.0
PF03054,,,0.0
PF03061,0.45,0.92,0.11
PF03062,0.43,0.44,0.14
PF03068,0.73,3.15,0.04
PF03071,,,0.0
PF03083,0.61,0.81,0.03
PF03096,,,0.0
PF03098,,,0.0
PF03099,,,0.0
PF03104,,,0.0
PF03109,,,0.0
PF03114,0.46,0.39,0.12
PF03129,0.4,0.19,0.1
PF03131,,,0.0
PF03133,0.44,0.77,0.15
PF03137,0.5,,0.5
PF03143,,,0.0
PF03144,0.55,1.09,0.05
PF03151,,,0.0
PF03153,,,0.0
PF03155,0.61,1.04,0.1
PF03160,,,0.0
PF03165,0.65,1.71,0.07
PF03171,0.85,4.4,0.04
PF03179,0.75,2.92,0.01
PF03184,0.52,0.99,0.07
PF03185,,,0.0
PF03188,0.71,2.23,0.01
PF03190,,,0.0
PF03200,,,0.0
PF03215,,,0.0
PF03221,0.48,1.63,0.15
PF03226,,,0.0
PF03259,,,0.0
PF03281,0.59,0.84,0.13
PF03299,,,0.0
PF03332,0.83,3.77,0.01
PF03351,0.48,0.54,0.09
PF03357,0.39,0.82,0.12
PF03364,,,0.0
PF03370,0.56,2.11,0.21
PF03372,0.27,0.0,0.37
PF03378,,,0.0
PF03388,,,0.0
PF03399,,,0.0
PF03402,,,0.0
PF03403,0.71,2.25,0.02
PF03404,,,0.0
PF03414,,,0.0
PF03435,,,0.0
PF03446,,,0.0
PF03450,,,0.0
PF03454,,,0.0
PF03464,,,0.0
PF03465,,,0.0
PF03487,,,0.0
PF03516,0.67,2.88,0.05
PF03533,,,0.0
PF03567,0.41,0.85,0.24
PF03572,0.53,1.62,0.1
PF03607,0.66,1.34,0.03
PF03630,,,0.0
PF03643,,,0.0
PF03656,,,0.0
PF03670,,,0.0
PF03700,,,0.0
PF03725,,,0.0
PF03731,0.56,0.15,0.09
PF03770,0.44,1.1,0.31
PF03798,0.38,-0.11,0.12
PF03803,0.71,2.85,0.03
PF03807,0.58,0.6,0.06
PF03810,0.61,1.03,0.07
PF03815,0.7,2.47,0.08
PF03828,0.75,2.86,0.04
PF03847,,,0.0
PF03901,,,0.0
PF03908,,,0.0
PF03921,0.59,1.54,0.03
PF03931,,,0.0
PF03949,0.76,2.84,0.01
PF03953,0.61,1.08,0.04
PF03954,,,0.0
PF03957,,,0.0
PF03959,,,0.0
PF03992,0.63,2.19,0.04
PF03999,,,0.0
PF04006,,,0.0
PF04053,,,0.0
PF04055,0.32,-0.03,0.29
PF04057,,,0.0
PF04072,,,0.0
PF04095,,,0.0
PF04099,,,0.0
PF04100,,,0.0
PF04103,0.39,0.68,0.13
PF04110,,,0.0
PF04114,,,0.0
PF04140,,,0.0
PF04142,0.73,2.23,0.01
PF04177,,,0.0
PF04188,,,0.0
PF04191,,,0.0
PF04193,0.42,0.22,0.15
PF04209,,,0.0
PF04218,,,0.0
PF04258,,,0.0
PF04266,,,0.0
PF04280,,,0.0
PF04300,,,0.0
PF04326,,,0.0
PF04360,,,0.0
PF04434,,,0.0
PF04438,,,0.0
PF04488,,,0.0
PF04499,,,0.0
PF04500,0.86,4.31,0.0
PF04503,,,0.0
PF04538,0.54,0.17,0.22
PF04547,,,0.0
PF04548,0.56,2.08,0.07
PF04549,,,0.0
PF04560,0.74,2.99,0.04
PF04564,0.57,1.64,0.08
PF04579,,,0.0
PF04588,,,0.0
PF04593,,,0.0
PF04598,0.5,0.99,0.05
PF04603,,,0.0
PF04628,,,0.0
PF04629,,,0.0
PF04680,0.94,5.03,0.0
PF04691,,,0.0
PF04707,0.54,1.12,0.04
PF04712,,,0.0
PF04732,0.49,0.72,0.2
PF04750,,,0.0
PF04757,,,0.0
PF04790,,,0.0
PF04802,,,0.0
PF04803,,,0.0
PF04811,0.65,2.65,0.03
PF04815,,,0.0
PF04819,,,0.0
PF04824,,,0.0
PF04826,,,0.0
PF04841,,,0.0
PF04845,0.78,3.54,0.08
PF04847,0.83,3.67,0.02
PF04849,,,0.0
PF04857,,,0.0
PF04908,0.7,2.74,0.03
PF04909,,,0.0
PF04912,,,0.0
PF04952,,,0.0
PF04969,0.44,0.11,0.17
PF04970,0.79,3.09,0.01
PF04983,,,0.0
PF04997,,,0.0
PF04998,,,0.0
PF05000,,,0.0
PF05001,0.84,4.88,0.08
PF05004,,,0.0
PF05008,,,0.0
PF05039,,,0.0
PF05063,0.65,1.56,0.05
PF05066,,,0.0
PF05083,,,0.0
PF05147,,,0.0
PF05148,,,0.0
PF05185,,,0.0
PF05186,0.7,2.3,0.02
PF05188,0.44,0.32,0.13
PF05190,0.36,0.05,0.15
PF05193,0.36,0.08,0.16
PF05205,,,0.0
PF05217,,,0.0
PF05219,,,0.0
PF05225,0.61,1.9,0.18
PF05250,,,0.0
PF05279,,,0.0
PF05287,0.45,0.84,0.21
PF05296,0.48,1.43,0.06
PF05300,,,0.0
PF05308,,,0.0
PF05337,,,0.0
PF05347,,,0.0
PF05350,,,0.0
PF05399,,,0.0
PF05406,0.76,2.97,0.01
PF05454,,,0.0
PF05458,,,0.0
PF05461,0.62,1.96,0.04
PF05470,,,0.0
PF05474,,,0.0
PF05477,,,0.0
PF05478,0.63,1.23,0.02
PF05483,,,0.0
PF05507,,,0.0
PF05510,,,0.0
PF05544,,,0.0
PF05577,,,0.0
PF05602,,,0.0
PF05609,0.81,3.39,0.02
PF05622,,,0.0
PF05648,0.59,0.79,0.12
PF05653,,,0.0
PF05686,,,0.0
PF05693,,,0.0
PF05699,0.53,-0.38,0.11
PF05706,,,0.0
PF05716,,,0.0
PF05721,0.58,0.6,0.1
PF05726,,,0.0
PF05729,0.39,1.06,0.18
PF05739,0.49,1.16,0.02
PF05741,,,0.0
PF05743,,,0.0
PF05760,0.5,,0.5
PF05770,,,0.0
PF05773,0.31,0.46,0.4
PF05781,,,0.0
PF05782,,,0.0
PF05790,0.57,1.04,0.07
PF05793,,,0.0
PF05804,,,0.0
PF05805,,,0.0
PF05817,,,0.0
PF05831,0.65,1.93,0.05
PF05889,,,0.0
PF05903,,,0.0
PF05916,,,0.0
PF05922,,,0.0
PF05934,,,0.0
PF05937,,,0.0
PF05956,,,0.0
PF05970,,,0.0
PF05971,,,0.0
PF05986,0.44,1.41,0.11
PF05995,,,0.0
PF05997,,,0.0
PF06008,0.45,0.42,0.02
PF06009,,,0.0
PF06021,0.62,1.98,0.04
PF06027,,,0.0
PF06046,0.51,0.83,0.05
PF06052,,,0.0
PF06060,,,0.0
PF06148,,,0.0
PF06159,,,0.0
PF06202,,,0.0
PF06209,,,0.0
PF06211,,,0.0
PF06220,,,0.0
PF06248,,,0.0
PF06268,0.35,0.69,0.18
PF06309,0.73,2.64,0.01
PF06337,0.72,2.57,0.03
PF06367,0.88,3.99,0.0
PF06388,,,0.0
PF06393,,,0.0
PF06396,,,0.0
PF06407,,,0.0
PF06409,,,0.0
PF06456,0.84,3.75,0.01
PF06463,,,0.0
PF06464,0.63,1.91,0.07
PF06467,0.32,1.17,0.17
PF06472,0.6,0.63,0.01
PF06473,0.47,0.9,0.16
PF06546,,,0.0
PF06581,,,0.0
PF06602,,,0.0
PF06607,,,0.0
PF06637,,,0.0
PF06679,,,0.0
PF06730,,,0.0
PF06733,0.58,1.88,0.11
PF06747,0.57,0.56,0.08
PF06758,0.55,1.57,0.07
PF06777,,,0.0
PF06809,,,0.0
PF06817,,,0.0
PF06839,0.61,2.8,0.1
PF06888,,,0.0
PF06907,,,0.0
PF06954,,,0.0
PF06959,,,0.0
PF06963,,,0.0
PF06990,0.6,1.78,0.07
PF07002,0.74,3.2,0.03
PF07004,0.27,1.52,0.44
PF07010,,,0.0
PF07034,,,0.0
PF07096,,,0.0
PF07106,,,0.0
PF07139,,,0.0
PF07140,,,0.0
PF07145,,,0.0
PF07163,,,0.0
PF07225,,,0.0
PF07263,,,0.0
PF07292,0.65,1.08,0.02
PF07326,,,0.0
PF07334,,,0.0
PF07354,,,0.0
PF07458,0.73,2.53,0.01
PF07521,,,0.0
PF07522,,,0.0
PF07524,0.61,1.27,0.08
PF07525,,,0.0
PF07562,,,0.0
PF07565,0.59,2.08,0.07
PF07645,0.52,2.49,0.15
PF07646,,,0.0
PF07647,0.33,0.58,0.17
PF07648,0.47,1.84,0.12
PF07651,0.82,3.56,0.01
PF07653,0.43,0.11,0.16
PF07654,0.33,1.16,0.23
PF07670,0.85,4.09,0.01
PF07678,0.58,1.64,0.08
PF07679,0.19,1.02,0.5
PF07686,0.24,0.41,0.29
PF07699,0.53,1.8,0.05
PF07707,0.47,1.34,0.05
PF07714,0.31,1.74,0.37
PF07716,0.55,1.46,0.06
PF07717,0.5,1.33,0.21
PF07728,0.53,1.17,0.12
PF07738,0.55,1.66,0.09
PF07744,,,0.0
PF07748,0.63,1.21,0.06
PF07773,0.38,0.6,0.27
PF07776,,,0.0
PF07819,,,0.0
PF07842,,,0.0
PF07847,,,0.0
PF07857,,,0.0
PF07885,0.6,1.12,0.13
PF07888,,,0.0
PF07894,,,0.0
PF07915,0.52,1.5,0.09
PF07942,,,0.0
PF07947,,,0.0
PF07959,,,0.0
PF07974,0.61,3.82,0.11
PF07984,,,0.0
PF07986,,,0.0
PF08007,0.69,2.18,0.07
PF08016,,,0.0
PF08032,,,0.0
PF08033,0.5,0.98,0.13
PF08038,,,0.0
PF08040,,,0.0
PF08070,,,0.0
PF08081,,,0.0
PF08180,,,0.0
PF08190,,,0.0
PF08202,,,0.0
