pfam_id,fasta_seqs,sto_lines
PF03635,1,22
PF03644,1,12
PF03656,1,7
PF03657,1,7
PF03660,1,7
PF03661,1,12
PF03666,1,17
PF03669,1,7
PF03670,1,7
PF03671,1,7
PF03676,1,12
PF03690,1,12
PF03694,1,7
PF03715,1,12
PF03720,1,7
PF03721,1,7
PF03726,1,7
PF03735,1,7
PF03762,1,7
PF03800,1,7
PF03801,1,7
PF03813,1,7
PF03823,1,7
PF03827,1,7
PF03834,1,7
PF03835,1,7
PF03839,1,7
PF03847,1,7
PF03849,1,12
PF03850,1,12
PF03868,1,7
PF03870,1,7
PF03871,1,7
PF03875,1,7
PF03896,1,12
PF03900,1,7
PF03908,1,7
PF03911,1,7
PF03919,1,7
PF03932,1,12
PF03937,1,7
PF03939,1,7
PF03941,1,7
PF03951,1,7
PF03959,1,12
PF03962,1,7
PF03969,1,12
PF03972,1,12
PF03980,1,7
PF03981,1,7
PF03985,1,17
PF03991,1,7
PF03997,1,7
PF03998,1,12
PF04004,1,7
PF04006,1,17
PF04031,1,7
PF04032,1,7
PF04034,1,7
PF04037,1,7
PF04045,1,12
PF04048,1,7
PF04049,1,12
PF04050,1,7
PF04054,1,12
PF04057,1,7
PF04062,1,7
PF04063,1,7
PF04064,1,7
PF04065,1,12
PF04073,1,7
PF04078,1,12
PF04080,1,12
PF04081,1,7
PF04083,1,7
PF04084,1,7
PF04086,1,12
PF04088,1,7
PF04095,1,12
PF04096,1,7
PF04097,1,22
PF04098,1,7
PF04100,1,17
PF04101,1,7
PF04104,1,7
PF04106,1,7
PF04110,1,7
PF04114,1,17
PF04121,1,22
PF04124,1,12
PF04129,1,7
PF04135,1,7
PF04136,1,7
PF04140,1,7
PF04147,1,27
PF04148,1,12
PF04152,1,7
PF04158,1,7
PF04161,1,12
PF04176,1,7
PF04180,1,17
PF04181,1,7
PF04182,1,7
PF04188,1,17
PF04189,1,12
PF04190,1,12
PF04191,1,7
PF04192,1,12
PF04209,1,7
PF04241,1,7
PF04263,1,7
PF04265,1,7
PF04266,1,7
PF04272,1,7
PF04275,1,7
PF04281,1,7
PF04321,1,12
PF04360,1,7
PF04366,1,7
PF04376,1,7
PF04377,1,7
PF04388,1,22
PF04402,1,12
PF04406,1,7
PF04418,1,7
PF04420,1,7
PF04421,1,7
PF04423,1,7
PF04437,1,17
PF04442,1,7
PF04446,1,7
PF04457,1,7
PF04493,1,12
PF04506,1,17
PF04549,1,7
PF04557,1,7
PF04558,1,7
PF04568,1,7
PF04573,1,7
PF04587,1,17
PF04592,1,12
PF04593,1,7
PF04597,1,17
PF04603,1,7
PF04614,1,12
PF04622,1,12
PF04641,1,12
PF04652,1,7
PF04668,1,7
PF04669,1,7
PF04683,1,7
PF04685,1,12
PF04691,1,7
PF04695,1,7
PF04696,1,7
PF04697,1,7
PF04709,1,12
PF04711,1,7
PF04716,1,7
PF04721,1,7
PF04724,1,12
PF04733,1,12
PF04734,1,17
PF04758,1,7
PF04762,1,12
PF04768,1,7
PF04794,1,12
PF04795,1,7
PF04800,1,7
PF04801,1,17
PF04813,1,7
PF04821,1,12
PF04822,1,7
PF04841,1,17
PF04855,1,12
PF04858,1,17
PF04869,1,12
PF04871,1,7
PF04874,1,7
PF04882,1,17
PF04884,1,12
PF04889,1,12
PF04902,1,7
PF04909,1,12
PF04910,1,12
PF04912,1,12
PF04925,1,7
PF04931,1,27
PF04934,1,7
PF04935,1,12
PF04938,1,12
PF04939,1,7
PF04949,1,7
PF04959,1,12
PF04961,1,7
PF04981,1,12
PF04987,1,17
PF04990,1,7
PF04992,1,7
PF05005,1,7
PF05007,1,12
PF05011,1,7
PF05014,1,7
PF05019,1,12
PF05020,1,7
PF05021,1,12
PF05022,1,7
PF05024,1,12
PF05025,1,7
PF05026,1,7
PF05028,1,12
PF05029,1,7
PF05038,1,7
PF05046,1,7
PF05048,1,12
PF05051,1,7
PF05060,1,12
PF05076,1,7
PF05083,1,7
PF05089,1,12
PF05090,1,12
PF05091,1,17
PF05127,1,12
PF05129,1,7
PF05131,1,12
PF05132,1,7
PF05148,1,12
PF05153,1,12
PF05158,1,12
PF05160,1,7
PF05161,1,7
PF05162,1,7
PF05168,1,7
PF05172,1,7
PF05177,1,7
PF05178,1,7
PF05179,1,7
PF05180,1,7
PF05181,1,7
PF05182,1,7
PF05185,1,7
PF05187,1,7
PF05198,1,7
PF05199,1,7
PF05206,1,12
PF05208,1,12
PF05216,1,12
PF05219,1,12
PF05238,1,17
PF05242,1,7
PF05250,1,12
PF05251,1,7
PF05254,1,7
PF05277,1,12
PF05281,1,12
PF05282,1,7
PF05285,1,7
PF05291,1,12
PF05292,1,12
PF05301,1,7
PF05303,1,7
PF05326,1,7
PF05328,1,7
PF05337,1,7
PF05345,1,7
PF05346,1,12
PF05348,1,7
PF05355,1,7
PF05365,1,7
PF05366,1,7
PF05368,1,12
PF05378,1,12
PF05391,1,7
PF05399,1,12
PF05404,1,7
PF05405,1,7
PF05422,1,7
PF05427,1,12
PF05428,1,7
PF05432,1,12
PF05438,1,12
PF05439,1,7
PF05450,1,12
PF05454,1,12
PF05458,1,7
PF05460,1,7
PF05466,1,12
PF05477,1,12
PF05483,1,22
PF05486,1,7
PF05495,1,7
PF05499,1,7
PF05511,1,7
PF05536,1,22
PF05544,1,12
PF05557,1,22
PF05571,1,12
PF05600,1,17
PF05603,1,7
PF05604,1,7
PF05608,1,7
PF05612,1,12
PF05615,1,7
PF05620,1,7
PF05625,1,12
PF05631,1,12
PF05645,1,12
PF05652,1,7
PF05667,1,17
PF05669,1,7
PF05676,1,7
PF05680,1,7
PF05694,1,17
PF05700,1,12
PF05705,1,12
PF05706,1,7
PF05724,1,12
PF05726,1,7
PF05742,1,12
PF05753,1,7
PF05764,1,12
PF05768,1,7
PF05770,1,12
PF05778,1,7
PF05782,1,17
PF05786,1,27
PF05793,1,17
PF05804,1,22
PF05806,1,12
PF05808,1,7
PF05811,1,7
PF05817,1,12
PF05821,1,7
PF05833,1,17
PF05837,1,12
PF05839,1,7
PF05856,1,7
PF05859,1,12
PF05871,1,7
PF05873,1,7
PF05881,1,12
PF05889,1,12
PF05890,1,12
PF05907,1,7
PF05915,1,7
PF05918,1,17
PF05922,1,7
PF05934,1,17
PF05937,1,7
PF05958,1,12
PF05970,1,12
PF05971,1,12
PF05983,1,7
PF05995,1,7
PF06012,1,12
PF06025,1,17
PF06026,1,7
PF06052,1,7
PF06071,1,7
PF06079,1,12
PF06080,1,12
PF06087,1,17
PF06090,1,17
PF06093,1,7
PF06094,1,7
PF06098,1,12
PF06102,1,7
PF06110,1,7
PF06113,1,12
PF06121,1,7
PF06148,1,7
PF06159,1,7
PF06179,1,7
PF06202,1,17
PF06209,1,12
PF06211,1,7
PF06212,1,7
PF06214,1,7
PF06221,1,7
PF06229,1,7
PF06239,1,7
PF06244,1,7
PF06246,1,12
PF06248,1,7
PF06271,1,7
PF06278,1,7
PF06293,1,12
PF06320,1,7
PF06331,1,7
PF06345,1,7
PF06346,1,7
PF06350,1,12
PF06372,1,7
PF06373,1,7
PF06375,1,7
PF06390,1,12
PF06391,1,12
PF06393,1,7
PF06396,1,7
PF06399,1,7
PF06400,1,7
PF06401,1,12
PF06413,1,12
PF06417,1,7
PF06419,1,7
PF06421,1,7
PF06423,1,17
PF06424,1,7
PF06432,1,12
PF06444,1,7
PF06446,1,7
PF06448,1,7
PF06455,1,7
PF06463,1,7
PF06487,1,7
PF06524,1,12
PF06529,1,12
PF06540,1,7
PF06541,1,7
PF06554,1,7
PF06566,1,12
PF06567,1,7
PF06573,1,7
PF06581,1,12
PF06584,1,7
PF06588,1,7
PF06608,1,7
PF06614,1,7
PF06628,1,7
PF06632,1,7
PF06637,1,17
PF06644,1,12
PF06645,1,7
PF06658,1,7
PF06662,1,7
PF06677,1,7
PF06682,1,12
PF06699,1,7
PF06703,1,7
PF06726,1,7
PF06728,1,12
PF06729,1,7
PF06732,1,12
PF06773,1,7
PF06775,1,12
PF06777,1,7
PF06783,1,7
PF06784,1,7
PF06803,1,7
PF06807,1,7
PF06809,1,12
PF06821,1,7
PF06827,1,7
PF06840,1,7
PF06858,1,7
PF06862,1,7
PF06870,1,12
PF06875,1,12
PF06883,1,7
PF06905,1,7
PF06910,1,7
PF06911,1,7
PF06936,1,7
PF06937,1,12
PF06957,1,17
PF06959,1,12
PF06963,1,17
PF06969,1,7
PF06978,1,12
PF06984,1,7
PF06989,1,7
PF06991,1,12
PF07000,1,7
PF07010,1,12
PF07034,1,12
PF07035,1,12
PF07039,1,7
PF07047,1,7
PF07052,1,7
PF07061,1,7
PF07064,1,7
PF07065,1,12
PF07074,1,7
PF07078,1,12
PF07086,1,7
PF07093,1,17
PF07096,1,7
PF07106,1,7
PF07111,1,22
PF07140,1,7
PF07160,1,12
PF07163,1,12
PF07175,1,7
PF07189,1,7
PF07221,1,12
PF07222,1,12
PF07225,1,7
PF07228,1,12
PF07259,1,12
PF07260,1,12
PF07263,1,17
PF07264,1,12
PF07286,1,7
PF07289,1,12
PF07297,1,7
PF07304,1,7
PF07326,1,12
PF07347,1,7
PF07353,1,7
PF07359,1,7
PF07392,1,7
PF07393,1,22
PF07400,1,7
PF07406,1,7
PF07421,1,7
PF07426,1,7
PF07448,1,7
PF07491,1,7
PF07539,1,22
PF07540,1,7
PF07541,1,7
PF07542,1,7
PF07544,1,7
PF07555,1,12
PF07557,1,7
PF07558,1,7
PF07569,1,12
PF07572,1,7
PF07574,1,7
PF07575,1,17
PF07576,1,7
PF07593,1,7
PF07646,1,7
PF07650,1,7
PF07681,1,7
PF07706,1,7
PF07711,1,7
PF07713,1,7
PF07718,1,7
PF07722,1,12
PF07741,1,7
PF07743,1,7
PF07749,1,7
PF07757,1,7
PF07767,1,17
PF07774,1,17
PF07776,1,7
PF07778,1,17
PF07779,1,17
PF07780,1,12
PF07786,1,12
PF07787,1,12
PF07807,1,7
PF07808,1,12
PF07814,1,12
PF07817,1,12
PF07818,1,7
PF07819,1,12
PF07831,1,7
PF07834,1,7
PF07847,1,12
PF07850,1,7
PF07855,1,7
PF07857,1,12
PF07890,1,7
PF07896,1,7
PF07904,1,7
PF07912,1,7
PF07926,1,7
PF07928,1,7
PF07934,1,7
PF07941,1,7
PF07942,1,12
PF07946,1,12
PF07962,1,7
PF07967,1,7
PF07985,1,7
PF07998,1,7
PF08032,1,7
PF08035,1,7
PF08038,1,7
PF08039,1,7
PF08040,1,7
PF08063,1,7
PF08064,1,7
PF08066,1,7
PF08067,1,7
PF08068,1,7
PF08069,1,7
PF08072,1,7
PF08082,1,7
PF08083,1,17
PF08084,1,7
PF08122,1,7
PF08123,1,12
PF08127,1,7
PF08144,1,7
PF08145,1,12
PF08146,1,7
PF08147,1,7
PF08149,1,7
PF08153,1,7
PF08155,1,7
PF08157,1,7
PF08158,1,12
PF08161,1,12
PF08163,1,12
PF08164,1,7
PF08167,1,7
PF08168,1,12
PF08170,1,7
PF08172,1,12
PF08202,1,12
PF08204,1,7
PF08208,1,12
PF08209,1,7
PF08210,1,7
PF08212,1,7
PF08213,1,7
PF08216,1,17
PF08221,1,7
PF08227,1,7
PF08231,1,7
PF08234,1,7
PF08243,1,7
PF08285,1,7
PF08286,1,7
PF08288,1,7
PF08292,1,7
PF08293,1,7
PF08294,1,7
PF08314,1,22
PF08315,1,7
PF08318,1,12
PF08320,1,12
PF08324,1,12
PF08338,1,7
PF08351,1,12
PF08365,1,7
PF08367,1,12
PF08375,1,7
PF08377,1,32
PF08384,1,7
PF08391,1,7
PF08418,1,7
PF08424,1,12
PF08427,1,12
PF08450,1,12
PF08451,1,7
PF08490,1,17
PF08491,1,12
PF08492,1,7
PF08510,1,7
PF08511,1,7
PF08519,1,7
PF08523,1,7
PF08524,1,7
PF08534,1,7
PF08543,1,12
PF08547,1,7
PF08551,1,7
PF08555,1,7
PF08561,1,7
PF08563,1,7
PF08564,1,7
PF08567,1,7
PF08568,1,22
PF08571,1,7
PF08572,1,12
PF08573,1,7
PF08574,1,7
PF08577,1,7
PF08584,1,12
PF08590,1,7
PF08597,1,12
PF08599,1,7
PF08600,1,12
PF08604,1,17
PF08606,1,7
PF08610,1,12
PF08612,1,12
PF08615,1,7
PF08617,1,7
PF08620,1,7
PF08621,1,7
PF08625,1,7
PF08626,1,12
PF08631,1,12
PF08638,1,7
PF08640,1,7
PF08641,1,7
PF08644,1,7
PF08645,1,7
PF08648,1,7
PF08652,1,12
PF08659,1,7
PF08660,1,7
PF08661,1,7
PF08666,1,7
PF08672,1,7
PF08675,1,7
PF08694,1,7
PF08695,1,7
PF08696,1,12
PF08698,1,7
PF08701,1,7
PF08712,1,7
PF08740,1,7
PF08746,1,7
PF08767,1,12
PF08768,1,7
PF08771,1,7
PF08772,1,7
PF08773,1,7
PF08774,1,7
PF08783,1,7
PF08785,1,7
PF08790,1,7
PF08797,1,7
PF08801,1,17
PF08825,1,7
PF08831,1,7
PF08839,1,7
PF08910,1,7
PF08911,1,7
PF08914,1,7
PF08917,1,7
PF08920,1,7
PF08923,1,7
PF08925,1,12
PF08938,1,7
PF08939,1,12
PF08941,1,7
PF08945,1,7
PF08954,1,7
PF08961,1,7
PF08983,1,7
PF08991,1,7
PF08996,1,7
PF08997,1,7
PF08999,1,7
PF09004,1,7
PF09006,1,7
PF09014,1,7
PF09026,1,7
PF09032,1,7
PF09033,1,7
PF09034,1,7
PF09036,1,7
PF09038,1,7
PF09040,1,7
PF09041,1,7
PF09047,1,7
PF09049,1,7
PF09050,1,7
PF09051,1,7
PF09057,1,12
PF09058,1,7
PF09060,1,7
PF09064,1,7
PF09070,1,7
PF09073,1,17
PF09085,1,7
PF09088,1,12
PF09090,1,12
PF09103,1,7
PF09104,1,7
PF09121,1,7
PF09133,1,7
PF09138,1,7
PF09139,1,12
PF09164,1,7
PF09166,1,7
PF09169,1,7
PF09170,1,7
PF09172,1,12
PF09174,1,7
PF09180,1,7
PF09184,1,12
PF09191,1,7
PF09193,1,7
PF09202,1,7
PF09230,1,12
PF09236,1,7
PF09238,1,7
PF09243,1,12
PF09256,1,7
PF09257,1,7
PF09262,1,7
PF09263,1,7
PF09272,1,7
PF09282,1,7
PF09286,1,7
PF09292,1,7
PF09298,1,7
PF09302,1,7
PF09303,1,7
PF09307,1,7
PF09309,1,12
PF09310,1,12
PF09326,1,7
PF09329,1,7
PF09332,1,7
PF09340,1,7
PF09346,1,7
PF09349,1,7
PF09350,1,7
PF09368,1,7
PF09371,1,7
PF09377,1,7
PF09384,1,7
PF09387,1,12
PF09396,1,7
PF09404,1,17
PF09405,1,7
PF09412,1,12
PF09415,1,7
PF09416,1,7
PF09420,1,12
PF09429,1,7
PF09430,1,7
PF09431,1,7
PF09439,1,7
PF09440,1,7
PF09445,1,7
PF09446,1,7
PF09454,1,7
PF09465,1,7
PF09468,1,7
PF09470,1,7
PF09494,1,7
PF09495,1,7
PF09496,1,12
PF09507,1,17
PF09531,1,22
PF09606,1,7
PF09607,1,7
PF09631,1,7
PF09637,1,12
PF09649,1,7
PF09666,1,7
PF09667,1,7
PF09696,1,7
PF09724,1,12
PF09725,1,7
PF09726,1,22
PF09731,1,22
PF09732,1,7
PF09733,1,7
PF09734,1,7
PF09736,1,7
PF09737,1,17
PF09739,1,17
PF09740,1,7
PF09741,1,12
PF09742,1,22
PF09743,1,12
PF09745,1,7
PF09746,1,12
PF09747,1,12
PF09748,1,7
PF09749,1,12
PF09751,1,17
PF09752,1,17
PF09753,1,12
PF09754,1,12
PF09755,1,12
PF09756,1,7
PF09758,1,7
PF09759,1,7
PF09762,1,17
PF09763,1,7
PF09764,1,7
PF09765,1,7
PF09766,1,12
PF09767,1,7
PF09768,1,7
PF09771,1,7
PF09772,1,12
PF09773,1,27
PF09774,1,7
PF09775,1,7
PF09776,1,7
PF09777,1,12
PF09778,1,12
PF09779,1,7
PF09781,1,7
PF09782,1,7
PF09783,1,7
PF09785,1,7
PF09786,1,17
PF09787,1,12
PF09789,1,12
PF09793,1,7
PF09797,1,12
PF09801,1,7
PF09803,1,7
PF09804,1,12
PF09805,1,7
PF09807,1,12
PF09808,1,7
PF09809,1,7
PF09812,1,7
PF09813,1,7
PF09814,1,17
PF09817,1,17
PF09992,1,12
PF10018,1,7
PF10033,1,12
PF10036,1,12
PF10044,1,7
PF10046,1,7
PF10058,1,7
PF10146,1,12
PF10147,1,12
PF10149,1,12
PF10151,1,22
PF10152,1,7
PF10154,1,17
PF10155,1,7
PF10156,1,17
PF10157,1,7
PF10158,1,7
PF10159,1,7
PF10160,1,12
PF10161,1,7
PF10163,1,7
PF10164,1,7
PF10166,1,7
PF10167,1,7
PF10168,1,22
PF10169,1,7
PF10170,1,7
PF10171,1,7
PF10172,1,7
PF10175,1,7
PF10178,1,7
PF10179,1,7
PF10180,1,7
PF10181,1,7
PF10183,1,7
PF10184,1,7
PF10185,1,7
PF10187,1,7
PF10188,1,7
PF10189,1,17
PF10191,1,22
PF10193,1,7
PF10198,1,7
PF10199,1,7
PF10200,1,7
PF10203,1,7
PF10205,1,7
PF10206,1,7
PF10209,1,7
PF10210,1,7
PF10212,1,12
PF10213,1,7
PF10215,1,7
PF10217,1,7
PF10218,1,7
PF10220,1,27
PF10221,1,22
PF10222,1,22
PF10224,1,7
PF10229,1,12
PF10230,1,12
PF10231,1,7
PF10232,1,12
PF10233,1,7
PF10234,1,12
PF10235,1,7
PF10236,1,12
PF10238,1,7
PF10241,1,7
PF10243,1,7
PF10244,1,7
PF10245,1,12
PF10246,1,7
PF10247,1,7
PF10249,1,7
PF10251,1,7
PF10252,1,7
PF10253,1,12
PF10255,1,12
PF10258,1,7
PF10259,1,12
PF10260,1,7
PF10261,1,12
PF10266,1,32
PF10270,1,7
PF10272,1,12
PF10273,1,7
PF10276,1,7
PF10278,1,7
PF10280,1,7
PF10288,1,7
PF10304,1,7
PF10309,1,17
PF10312,1,7
PF10341,1,7
PF10343,1,12
PF10344,1,67
PF10345,1,17
PF10350,1,12
PF10354,1,7
PF10357,1,7
PF10363,1,7
PF10376,1,12
PF10377,1,7
PF10382,1,7
PF10384,1,7
PF10392,1,7
PF10394,1,7
PF10396,1,7
PF10397,1,7
PF10403,1,7
PF10404,1,7
PF10405,1,7
PF10406,1,7
PF10413,1,7
PF10415,1,7
PF10419,1,7
PF10420,1,7
PF10426,1,7
PF10430,1,7
PF10441,1,12
PF10442,1,7
PF10444,1,7
PF10447,1,7
PF10453,1,7
PF10461,1,7
PF10471,1,7
PF10472,1,17
PF10474,1,12
PF10476,1,12
PF10477,1,22
PF10480,1,7
PF10481,1,12
PF10484,1,7
PF10487,1,17
PF10490,1,7
PF10491,1,12
PF10493,1,17
PF10494,1,12
PF10496,1,7
PF10498,1,12
PF10500,1,12
PF10501,1,7
PF10504,1,7
PF10505,1,12
PF10507,1,7
PF10508,1,17
PF10510,1,17
PF10511,1,7
PF10512,1,7
PF10514,1,7
PF10516,1,7
PF10520,1,7
PF10521,1,12
PF10561,1,12
PF10570,1,7
PF10571,1,7
PF10572,1,7
PF10573,1,7
PF10574,1,12
PF10579,1,7
PF10580,1,7
PF10583,1,7
PF10588,1,7
PF10589,1,7
PF10590,1,7
PF10596,1,7
PF10597,1,7
PF10598,1,7
PF10599,1,7
PF10631,1,7
PF10637,1,12
PF10639,1,7
PF10642,1,7
PF10644,1,7
PF10650,1,7
PF10683,1,7
PF10744,1,17
PF10780,1,7
PF10856,1,7
PF10873,1,7
PF10961,1,7
PF11027,1,7
PF11028,1,7
PF11029,1,7
PF11032,1,7
PF11035,1,12
PF11037,1,7
PF11069,1,7
PF11092,1,7
PF11095,1,7
PF11107,1,12
PF11109,1,7
PF11111,1,7
PF11176,1,7
PF11221,1,7
PF11229,1,17
PF11235,1,7
PF11262,1,12
PF11265,1,12
PF11277,1,32
PF11315,1,7
PF11326,1,7
PF11380,1,7
PF11409,1,7
PF11411,1,7
PF11416,1,7
PF11465,1,7
PF11466,1,7
PF11470,1,7
