Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF00191,0.48,1.36,0.01
PF00194,0.56,1.56,0.09
PF00201,0.7,2.96,0.01
PF00202,1.0,,0.0
PF00206,0.58,0.2,0.06
PF00207,0.52,1.83,0.05
PF00209,0.74,2.66,0.01
PF00211,0.58,2.14,0.07
PF00213,1.0,,0.0
PF00215,1.0,,0.0
PF00217,1.0,,0.0
PF00220,0.89,5.22,0.0
PF00224,1.0,,0.0
PF00225,0.39,1.64,0.3
PF00226,0.64,2.56,0.08
PF00229,0.36,0.72,0.18
PF00230,0.74,2.63,0.02
PF00232,0.72,2.54,0.01
PF00236,1.0,,0.0
PF00240,0.38,0.71,0.13
PF00245,1.0,,0.0
PF00246,0.54,1.55,0.09
PF00249,0.43,0.98,0.06
PF00254,0.54,1.14,0.05
PF00255,0.69,-inf,0.03
PF00258,0.45,1.51,0.23
PF00261,1.0,,0.0
PF00270,0.39,1.04,0.23
PF00271,0.31,1.04,0.28
PF00282,1.0,,0.0
PF00287,1.0,,0.0
PF00288,0.45,0.72,0.19
PF00289,1.0,,0.0
PF00292,0.87,3.99,0.0
PF00293,0.35,0.15,0.21
PF00297,1.0,,0.0
PF00307,0.28,0.61,0.24
PF00313,1.0,,0.0
PF00320,0.54,1.32,0.04
PF00324,1.0,,0.0
PF00328,0.86,3.94,0.02
PF00334,1.0,,0.0
PF00335,0.34,0.89,0.25
PF00337,0.49,1.44,0.08
PF00340,0.58,0.37,0.09
PF00341,1.0,,0.0
PF00342,1.0,,0.0
PF00350,1.0,,0.0
PF00354,0.76,2.84,0.01
PF00357,0.72,3.0,0.0
PF00364,0.59,1.57,0.01
PF00370,1.0,,0.0
PF00373,0.47,0.99,0.09
PF00378,0.6,0.63,0.03
PF00382,0.56,0.01,0.02
PF00383,0.56,0.24,0.14
PF00384,1.0,,0.0
PF00385,0.36,1.54,0.28
PF00386,0.43,1.13,0.08
PF00388,0.69,2.94,0.02
PF00389,1.0,,0.0
PF00390,0.84,3.8,0.0
PF00394,1.0,,0.0
PF00396,0.64,3.29,0.0
PF00397,0.58,1.7,0.02
PF00400,0.18,0.7,0.47
PF00405,0.69,2.69,0.05
PF00406,1.0,,0.0
PF00412,0.41,1.26,0.06
PF00413,0.64,2.73,0.06
PF00415,0.61,0.67,0.06
PF00420,1.0,,0.0
PF00431,0.45,1.49,0.09
PF00432,0.42,0.65,0.03
PF00435,0.28,0.57,0.15
PF00439,0.46,0.6,0.07
PF00443,0.35,0.7,0.39
PF00447,1.0,,0.0
PF00448,1.0,,0.0
PF00450,1.0,,0.0
PF00454,0.56,2.11,0.13
PF00459,1.0,,0.0
PF00462,0.84,3.85,0.0
PF00464,0.85,3.76,0.0
PF00467,0.42,0.75,0.04
PF00473,1.0,,0.0
PF00474,0.83,3.79,0.0
PF00481,0.43,0.59,0.16
PF00487,1.0,,0.0
PF00488,1.0,,0.0
PF00491,1.0,,0.0
PF00498,0.3,0.63,0.26
PF00501,0.44,1.26,0.22
PF00503,0.7,2.55,0.03
PF00505,0.52,1.22,0.0
PF00514,0.3,0.56,0.14
PF00515,0.4,0.82,0.0
PF00520,0.19,0.68,0.48
PF00530,0.44,1.7,0.17
PF00531,0.35,0.56,0.11
PF00533,0.27,0.27,0.2
PF00535,0.44,0.2,0.07
PF00536,0.37,0.92,0.13
PF00554,1.0,,0.0
PF00560,0.31,0.28,0.13
PF00561,0.41,-0.37,0.1
PF00564,0.38,0.66,0.09
PF00567,0.41,0.64,0.07
PF00568,0.57,0.33,0.05
PF00571,0.37,0.33,0.23
PF00573,1.0,,0.0
PF00579,1.0,,0.0
PF00583,0.37,-0.17,0.16
PF00587,1.0,,0.0
PF00588,1.0,,0.0
PF00591,1.0,,0.0
PF00595,0.39,0.86,0.13
PF00596,1.0,,0.0
PF00607,1.0,,0.0
PF00609,0.62,1.99,0.08
PF00610,0.39,0.88,0.15
PF00612,0.44,1.21,0.0
PF00613,0.53,1.02,0.08
PF00615,0.44,1.23,0.06
PF00616,1.0,,0.0
PF00618,0.42,0.19,0.26
PF00619,0.33,0.49,0.1
PF00620,0.33,1.18,0.26
PF00621,0.36,0.89,0.21
PF00622,0.33,0.66,0.24
PF00623,0.7,2.19,0.05
PF00625,0.57,0.37,0.09
PF00626,0.31,0.53,0.14
PF00627,0.43,1.02,0.04
PF00628,0.36,1.93,0.22
PF00629,0.33,0.95,0.22
PF00630,0.5,0.99,0.12
PF00631,0.57,1.71,0.01
PF00632,0.65,1.54,0.07
PF00633,1.0,,0.0
PF00634,1.0,,0.0
PF00635,0.53,0.91,0.09
PF00637,0.54,-0.39,0.04
PF00638,0.69,2.88,0.02
PF00640,0.44,1.29,0.18
PF00641,0.5,2.21,0.08
PF00642,0.45,1.55,0.04
PF00643,0.51,1.65,0.04
PF00644,0.57,0.54,0.15
PF00646,0.61,0.69,0.05
PF00650,1.0,,0.0
PF00651,0.34,1.11,0.22
PF00652,0.36,0.81,0.19
PF00653,1.0,,0.0
PF00656,0.41,1.18,0.22
PF00657,1.0,,0.0
PF00664,0.4,-0.02,0.05
PF00665,1.0,,0.0
PF00666,1.0,,0.0
PF00667,0.77,2.95,0.02
PF00670,1.0,,0.0
PF00675,0.58,0.49,0.05
PF00676,0.57,0.25,0.05
PF00679,1.0,,0.0
PF00681,0.53,1.26,0.0
PF00682,1.0,,0.0
PF00685,0.46,1.14,0.16
PF00689,1.0,,0.0
PF00692,1.0,,0.0
PF00694,1.0,,0.0
PF00698,1.0,,0.0
PF00702,0.38,0.34,0.27
PF00704,0.76,2.99,0.01
PF00705,1.0,,0.0
PF00725,0.56,1.4,0.07
PF00730,0.48,0.54,0.13
PF00733,1.0,,0.0
PF00743,0.73,2.88,0.0
PF00749,0.7,1.93,0.01
PF00750,1.0,,0.0
PF00752,0.67,1.75,0.05
PF00754,0.44,1.68,0.17
PF00755,0.61,1.14,0.09
PF00756,1.0,,0.0
PF00757,0.72,3.01,0.03
PF00780,0.44,0.33,0.18
PF00781,0.43,1.14,0.18
PF00782,0.61,2.17,0.06
PF00786,0.49,0.89,0.06
PF00787,0.27,0.88,0.33
PF00788,0.33,0.2,0.14
PF00789,0.48,0.81,0.05
PF00790,0.65,2.04,0.03
PF00792,0.46,1.07,0.15
PF00794,0.52,0.9,0.03
PF00797,1.0,,0.0
PF00801,0.29,0.53,0.28
PF00808,1.0,,0.0
PF00811,1.0,,0.0
PF00822,0.46,1.33,0.12
PF00837,0.66,-inf,0.08
PF00839,0.49,0.84,0.09
PF00850,1.0,,0.0
PF00852,0.98,5.26,0.0
PF00854,1.0,,0.0
PF00856,0.52,-0.37,0.28
PF00865,1.0,,0.0
PF00867,0.69,1.7,0.02
PF00870,0.8,3.28,0.01
PF00878,0.63,1.32,0.07
PF00879,1.0,,0.0
PF00880,0.66,1.11,0.0
PF00884,0.54,1.52,0.16
PF00887,1.0,,0.0
PF00891,1.0,,0.0
PF00899,0.36,0.38,0.33
PF00903,1.0,,0.0
PF00909,1.0,,0.0
PF00916,0.68,1.88,0.01
PF00927,0.33,0.36,0.08
PF00928,0.44,0.36,0.18
PF00929,1.0,,0.0
PF00930,0.58,0.51,0.11
PF00931,1.0,,0.0
PF00932,1.0,,0.0
PF00939,1.0,,0.0
PF00941,1.0,,0.0
PF00957,0.63,1.79,0.0
PF00965,1.0,,0.0
PF00969,0.74,3.34,0.01
PF00970,0.79,3.39,0.0
PF00975,1.0,,0.0
PF00989,0.6,0.93,0.07
PF00997,1.0,,0.0
PF00999,0.59,1.95,0.07
PF01008,1.0,,0.0
PF01019,0.58,1.44,0.06
PF01023,1.0,,0.0
PF01026,1.0,,0.0
PF01030,0.42,1.48,0.17
PF01039,0.65,1.9,0.08
PF01044,1.0,,0.0
PF01049,1.0,,0.0
PF01053,1.0,,0.0
PF01064,0.62,1.72,0.06
PF01068,0.54,1.21,0.05
PF01071,1.0,,0.0
PF01073,1.0,,0.0
PF01074,0.64,1.45,0.06
PF01079,1.0,,0.0
PF01093,0.61,1.02,0.06
PF01094,0.31,0.65,0.32
PF01099,0.54,1.13,0.06
PF01102,1.0,,0.0
PF01105,0.67,2.28,0.05
PF01108,0.38,0.81,0.24
PF01109,1.0,,0.0
PF01110,1.0,,0.0
PF01112,1.0,,0.0
PF01114,1.0,,0.0
PF01119,1.0,,0.0
PF01122,1.0,,0.0
PF01124,1.0,,0.0
PF01126,1.0,,0.0
PF01129,0.65,1.54,0.07
PF01144,0.56,-0.15,0.09
PF01148,1.0,,0.0
PF01150,1.0,,0.0
PF01151,0.61,0.93,0.04
PF01153,1.0,,0.0
PF01163,0.57,1.47,0.06
PF01166,1.0,,0.0
PF01167,1.0,,0.0
PF01182,1.0,,0.0
PF01187,1.0,,0.0
PF01189,1.0,,0.0
PF01202,1.0,,0.0
PF01204,1.0,,0.0
PF01213,1.0,,0.0
PF01216,1.0,,0.0
PF01217,1.0,,0.0
PF01230,1.0,,0.0
PF01231,1.0,,0.0
PF01234,0.69,1.87,0.02
PF01238,1.0,,0.0
PF01244,1.0,,0.0
PF01248,0.43,0.57,0.09
PF01254,1.0,,0.0
PF01271,0.57,0.61,0.17
PF01273,0.32,0.44,0.17
PF01284,0.36,0.51,0.14
PF01287,1.0,,0.0
PF01291,1.0,,0.0
PF01299,1.0,,0.0
PF01323,1.0,,0.0
PF01331,1.0,,0.0
PF01344,0.43,1.29,0.1
PF01347,1.0,,0.0
PF01352,1.0,,0.0
PF01363,0.58,2.38,0.03
PF01380,0.56,-0.13,0.03
PF01387,1.0,,0.0
PF01390,0.5,1.03,0.08
PF01391,0.56,2.09,0.0
PF01394,0.57,-0.31,0.03
PF01396,1.0,,0.0
PF01398,0.34,0.3,0.25
PF01399,0.26,0.3,0.27
PF01400,0.63,2.08,0.02
PF01401,0.77,3.09,0.0
PF01410,0.89,4.56,0.0
PF01411,1.0,,0.0
PF01412,0.56,1.22,0.02
PF01417,1.0,,0.0
PF01421,0.51,1.62,0.05
PF01425,1.0,,0.0
PF01426,0.36,0.1,0.29
PF01429,0.53,1.16,0.02
PF01431,1.0,,0.0
PF01432,1.0,,0.0
PF01433,0.67,2.61,0.03
PF01434,1.0,,0.0
PF01435,1.0,,0.0
PF01436,0.39,0.98,0.09
PF01437,0.22,1.48,0.48
PF01442,1.0,,0.0
PF01451,1.0,,0.0
PF01459,1.0,,0.0
PF01462,0.39,1.36,0.2
PF01463,0.43,0.89,0.04
PF01467,1.0,,0.0
PF01471,0.43,1.11,0.13
PF01472,1.0,,0.0
PF01477,0.34,0.78,0.22
PF01483,1.0,,0.0
PF01485,1.0,,0.0
PF01490,1.0,,0.0
PF01496,1.0,,0.0
PF01500,0.86,5.4,0.09
PF01510,0.67,2.06,0.05
PF01529,1.0,,0.0
PF01531,1.0,,0.0
PF01532,0.58,2.05,0.1
PF01535,0.44,0.74,0.0
PF01551,1.0,,0.0
PF01553,0.49,0.95,0.11
PF01562,1.0,,0.0
PF01564,0.62,0.83,0.06
PF01575,1.0,,0.0
PF01582,0.41,0.85,0.15
PF01583,1.0,,0.0
PF01585,0.51,1.71,0.07
PF01588,0.81,3.39,0.02
PF01590,0.57,0.29,0.09
PF01591,1.0,,0.0
PF01593,1.0,,0.0
PF01602,0.44,0.88,0.15
PF01612,1.0,,0.0
PF01624,0.55,-0.08,0.09
PF01630,1.0,,0.0
PF01650,1.0,,0.0
PF01661,0.55,1.06,0.03
PF01663,0.64,2.25,0.05
PF01667,1.0,,0.0
PF01694,0.52,0.76,0.07
PF01699,0.57,0.17,0.05
PF01712,0.61,2.22,0.09
PF01729,1.0,,0.0
PF01731,0.86,4.07,0.0
PF01733,0.69,2.2,0.07
PF01740,0.54,1.27,0.08
PF01751,1.0,,0.0
PF01753,0.45,2.49,0.24
PF01755,1.0,,0.0
PF01756,1.0,,0.0
PF01758,0.65,1.35,0.02
PF01759,0.35,0.46,0.12
PF01762,1.0,,0.0
PF01770,0.7,2.29,0.04
PF01812,1.0,,0.0
PF01822,0.52,1.22,0.12
PF01823,1.0,,0.0
PF01825,1.0,,0.0
PF01826,0.53,2.49,0.11
PF01833,0.28,0.34,0.29
PF01835,0.68,2.19,0.02
PF01839,0.46,2.35,0.15
PF01842,1.0,,0.0
PF01846,0.47,1.21,0.09
PF01852,0.45,0.41,0.08
PF01878,1.0,,0.0
PF01896,1.0,,0.0
PF01909,0.47,0.23,0.14
PF01920,0.46,0.26,0.01
PF01926,0.39,0.9,0.28
PF01963,1.0,,0.0
PF01966,1.0,,0.0
PF01991,1.0,,0.0
PF02002,1.0,,0.0
PF02005,1.0,,0.0
PF02022,1.0,,0.0
PF02023,0.62,0.69,0.0
PF02024,1.0,,0.0
PF02037,0.72,2.41,0.0
PF02038,0.63,1.85,0.0
PF02055,1.0,,0.0
PF02058,0.68,2.23,0.07
PF02063,1.0,,0.0
PF02077,1.0,,0.0
PF02083,1.0,,0.0
PF02101,1.0,,0.0
PF02106,1.0,,0.0
PF02136,1.0,,0.0
PF02140,1.0,,0.0
PF02141,0.59,1.67,0.04
PF02142,0.56,-0.26,0.1
PF02148,0.65,1.9,0.11
PF02171,1.0,,0.0
PF02172,1.0,,0.0
PF02173,1.0,,0.0
PF02174,0.73,2.14,0.0
PF02176,0.5,1.52,0.05
PF02181,0.44,1.16,0.08
PF02197,0.68,1.55,0.0
PF02198,0.46,1.21,0.07
PF02204,1.0,,0.0
PF02205,0.52,1.27,0.06
PF02210,0.2,0.71,0.44
PF02212,1.0,,0.0
PF02214,0.56,2.08,0.05
PF02219,1.0,,0.0
PF02221,1.0,,0.0
PF02223,1.0,,0.0
PF02230,1.0,,0.0
PF02259,1.0,,0.0
PF02263,0.59,2.24,0.08
PF02269,0.64,1.34,0.02
PF02272,1.0,,0.0
PF02275,1.0,,0.0
PF02295,0.59,0.78,0.01
PF02297,1.0,,0.0
PF02301,1.0,,0.0
PF02319,1.0,,0.0
PF02337,1.0,,0.0
PF02338,0.43,0.37,0.25
PF02344,1.0,,0.0
PF02347,1.0,,0.0
PF02351,1.0,,0.0
PF02366,0.66,1.74,0.05
PF02368,1.0,,0.0
PF02373,0.54,1.46,0.05
PF02374,1.0,,0.0
PF02389,1.0,,0.0
PF02423,1.0,,0.0
PF02434,0.61,1.79,0.07
PF02441,1.0,,0.0
PF02469,0.36,0.82,0.14
PF02485,0.71,2.39,0.03
PF02493,0.47,1.43,0.01
PF02494,0.79,3.3,0.0
PF02516,1.0,,0.0
PF02518,0.78,3.47,0.1
PF02535,0.52,1.2,0.15
PF02544,0.79,3.19,0.0
PF02597,1.0,,0.0
PF02636,1.0,,0.0
PF02637,1.0,,0.0
PF02678,1.0,,0.0
PF02709,1.0,,0.0
PF02727,0.72,2.06,0.0
PF02728,1.0,,0.0
PF02732,1.0,,0.0
PF02744,1.0,,0.0
PF02750,1.0,,0.0
PF02752,0.51,1.27,0.07
PF02758,0.63,1.23,0.06
PF02759,0.43,0.82,0.24
PF02760,1.0,,0.0
PF02769,0.43,-0.21,0.12
PF02771,0.62,1.06,0.03
PF02779,0.55,1.1,0.16
PF02780,1.0,,0.0
PF02781,1.0,,0.0
PF02784,1.0,,0.0
PF02785,1.0,,0.0
PF02786,0.61,0.63,0.03
PF02793,0.53,1.57,0.11
PF02798,0.47,0.18,0.09
PF02801,1.0,,0.0
PF02803,0.73,2.3,0.01
PF02806,1.0,,0.0
PF02815,0.6,0.66,0.05
PF02816,1.0,,0.0
PF02818,0.72,2.54,0.01
PF02824,0.59,0.62,0.09
PF02827,1.0,,0.0
PF02836,1.0,,0.0
PF02841,0.89,3.95,0.0
PF02845,0.6,0.71,0.0
PF02847,1.0,,0.0
PF02852,0.7,2.18,0.02
PF02854,0.35,0.4,0.2
PF02870,1.0,,0.0
PF02872,1.0,,0.0
PF02880,1.0,,0.0
PF02882,1.0,,0.0
PF02883,0.55,-0.24,0.08
PF02886,0.57,1.21,0.0
PF02889,0.48,0.6,0.08
PF02892,0.59,2.52,0.11
PF02893,0.36,0.09,0.17
PF02897,1.0,,0.0
PF02902,1.0,,0.0
PF02922,1.0,,0.0
PF02931,0.44,1.23,0.08
PF02932,0.79,3.0,0.04
PF02969,0.69,2.06,0.01
PF02984,0.55,0.04,0.1
PF02985,0.38,0.49,0.03
PF02994,1.0,,0.0
PF03016,1.0,,0.0
PF03024,0.47,1.13,0.18
PF03031,1.0,,0.0
PF03051,1.0,,0.0
PF03054,1.0,,0.0
PF03061,0.5,0.62,0.06
PF03062,0.43,0.37,0.12
PF03068,0.73,3.15,0.04
PF03071,1.0,,0.0
PF03083,0.61,0.74,0.0
PF03096,1.0,,0.0
PF03098,1.0,,0.0
PF03099,1.0,,0.0
PF03104,1.0,,0.0
PF03109,1.0,,0.0
PF03114,0.47,0.38,0.11
PF03129,0.4,0.17,0.09
PF03131,1.0,,0.0
PF03133,0.44,0.7,0.14
PF03137,1.0,,0.0
PF03143,1.0,,0.0
PF03144,0.55,1.06,0.05
PF03151,1.0,,0.0
PF03153,1.0,,0.0
PF03155,0.6,1.04,0.11
PF03160,1.0,,0.0
PF03165,0.65,1.68,0.07
PF03171,0.77,3.44,0.07
PF03179,0.75,2.92,0.0
PF03184,0.53,0.98,0.06
PF03185,1.0,,0.0
PF03188,0.71,2.18,0.01
PF03190,1.0,,0.0
PF03200,1.0,,0.0
PF03215,1.0,,0.0
PF03221,0.49,1.48,0.1
PF03226,1.0,,0.0
PF03259,1.0,,0.0
PF03281,0.57,1.06,0.2
PF03299,1.0,,0.0
PF03332,0.84,3.74,0.01
PF03351,0.48,0.49,0.06
PF03357,0.4,0.79,0.1
PF03364,1.0,,0.0
PF03370,0.56,1.69,0.17
PF03372,0.27,-0.03,0.37
PF03378,1.0,,0.0
PF03388,1.0,,0.0
PF03399,1.0,,0.0
PF03402,1.0,,0.0
PF03403,0.71,2.27,0.02
PF03404,1.0,,0.0
PF03414,1.0,,0.0
PF03435,1.0,,0.0
PF03446,1.0,,0.0
PF03450,1.0,,0.0
PF03454,1.0,,0.0
PF03464,1.0,,0.0
PF03465,1.0,,0.0
PF03487,1.0,,0.0
PF03516,0.7,2.54,0.04
PF03533,1.0,,0.0
PF03567,0.39,0.89,0.32
PF03572,1.0,,0.0
PF03607,0.65,1.32,0.04
PF03630,1.0,,0.0
PF03643,1.0,,0.0
PF03656,1.0,,0.0
PF03670,1.0,,0.0
PF03700,1.0,,0.0
PF03725,1.0,,0.0
PF03731,0.56,0.14,0.09
PF03770,0.45,1.15,0.31
PF03798,0.37,-0.11,0.14
PF03803,0.72,2.84,0.01
PF03807,0.58,0.61,0.06
PF03810,0.61,0.99,0.05
PF03815,0.73,2.26,0.0
PF03828,0.75,2.77,0.02
PF03847,1.0,,0.0
PF03901,1.0,,0.0
PF03908,1.0,,0.0
PF03921,0.59,1.55,0.02
PF03931,1.0,,0.0
PF03949,0.76,2.84,0.01
PF03953,0.61,1.04,0.03
PF03954,1.0,,0.0
PF03957,1.0,,0.0
PF03959,1.0,,0.0
PF03992,0.64,2.11,0.0
PF03999,1.0,,0.0
PF04006,1.0,,0.0
PF04053,1.0,,0.0
PF04055,0.33,-0.06,0.25
PF04057,1.0,,0.0
PF04072,1.0,,0.0
PF04095,1.0,,0.0
PF04099,1.0,,0.0
PF04100,1.0,,0.0
PF04103,0.39,0.67,0.12
PF04110,1.0,,0.0
PF04114,1.0,,0.0
PF04140,1.0,,0.0
PF04142,0.72,2.23,0.02
PF04177,1.0,,0.0
PF04188,1.0,,0.0
PF04191,1.0,,0.0
PF04193,0.61,0.25,0.0
PF04209,1.0,,0.0
PF04218,1.0,,0.0
PF04258,1.0,,0.0
PF04266,1.0,,0.0
PF04280,1.0,,0.0
PF04300,1.0,,0.0
PF04326,1.0,,0.0
PF04360,1.0,,0.0
PF04434,1.0,,0.0
PF04438,1.0,,0.0
PF04488,1.0,,0.0
PF04499,1.0,,0.0
PF04500,1.0,,0.0
PF04503,1.0,,0.0
PF04538,0.54,0.08,0.22
PF04547,1.0,,0.0
PF04548,0.56,1.98,0.07
PF04549,1.0,,0.0
PF04560,0.74,2.83,0.03
PF04564,0.57,1.6,0.07
PF04579,1.0,,0.0
PF04588,1.0,,0.0
PF04593,1.0,,0.0
PF04598,0.51,0.99,0.03
PF04603,1.0,,0.0
PF04628,1.0,,0.0
PF04629,1.0,,0.0
PF04680,1.0,,0.0
PF04691,1.0,,0.0
PF04707,0.54,1.14,0.04
PF04712,1.0,,0.0
PF04732,0.5,0.71,0.16
PF04750,1.0,,0.0
PF04757,1.0,,0.0
PF04790,1.0,,0.0
PF04802,1.0,,0.0
PF04803,1.0,,0.0
PF04811,0.65,2.64,0.02
PF04815,1.0,,0.0
PF04819,1.0,,0.0
PF04824,1.0,,0.0
PF04826,1.0,,0.0
PF04841,1.0,,0.0
PF04845,0.78,3.54,0.08
PF04847,0.82,3.61,0.02
PF04849,1.0,,0.0
PF04857,1.0,,0.0
PF04908,0.7,2.75,0.04
PF04909,1.0,,0.0
PF04912,1.0,,0.0
PF04952,1.0,,0.0
PF04969,0.56,0.06,0.16
PF04970,0.79,3.08,0.0
PF04983,1.0,,0.0
PF04997,1.0,,0.0
PF04998,1.0,,0.0
PF05000,1.0,,0.0
PF05001,1.0,,0.0
PF05004,1.0,,0.0
PF05008,1.0,,0.0
PF05039,1.0,,0.0
PF05063,0.64,1.56,0.06
PF05066,1.0,,0.0
PF05083,1.0,,0.0
PF05147,1.0,,0.0
PF05148,1.0,,0.0
PF05185,1.0,,0.0
PF05186,0.7,2.14,0.0
PF05188,0.44,0.21,0.08
PF05190,0.37,0.11,0.15
PF05193,0.34,0.05,0.16
PF05205,1.0,,0.0
PF05217,1.0,,0.0
PF05219,1.0,,0.0
PF05225,1.0,,0.0
PF05250,1.0,,0.0
PF05279,1.0,,0.0
PF05287,0.45,0.82,0.2
PF05296,0.49,1.41,0.04
PF05300,1.0,,0.0
PF05308,1.0,,0.0
PF05337,1.0,,0.0
PF05347,1.0,,0.0
PF05350,1.0,,0.0
PF05399,1.0,,0.0
PF05406,0.75,2.86,0.01
PF05454,1.0,,0.0
PF05458,1.0,,0.0
PF05461,0.62,1.93,0.03
PF05470,1.0,,0.0
PF05474,1.0,,0.0
PF05477,1.0,,0.0
PF05478,0.63,1.22,0.01
PF05483,1.0,,0.0
PF05507,1.0,,0.0
PF05510,1.0,,0.0
PF05544,1.0,,0.0
PF05577,1.0,,0.0
PF05602,1.0,,0.0
PF05609,0.81,3.36,0.01
PF05622,1.0,,0.0
PF05648,0.6,0.7,0.09
PF05653,1.0,,0.0
PF05686,1.0,,0.0
PF05693,1.0,,0.0
PF05699,0.53,-0.41,0.08
PF05706,1.0,,0.0
PF05716,1.0,,0.0
PF05721,0.56,0.55,0.17
PF05726,1.0,,0.0
PF05729,0.39,1.02,0.16
PF05739,0.49,1.1,0.0
PF05741,1.0,,0.0
PF05743,1.0,,0.0
PF05760,1.0,,0.0
PF05770,1.0,,0.0
PF05773,0.37,0.42,0.31
PF05781,1.0,,0.0
PF05782,1.0,,0.0
PF05790,0.54,-0.27,0.1
PF05793,1.0,,0.0
PF05804,1.0,,0.0
PF05805,1.0,,0.0
PF05817,1.0,,0.0
PF05831,0.65,1.95,0.05
PF05889,1.0,,0.0
PF05903,1.0,,0.0
PF05916,1.0,,0.0
PF05922,1.0,,0.0
PF05934,1.0,,0.0
PF05937,1.0,,0.0
PF05956,1.0,,0.0
PF05970,1.0,,0.0
PF05971,1.0,,0.0
PF05986,0.44,1.39,0.1
PF05995,1.0,,0.0
PF05997,1.0,,0.0
PF06008,0.45,0.41,0.02
PF06009,1.0,,0.0
PF06021,0.62,1.98,0.04
PF06027,1.0,,0.0
PF06046,0.51,0.84,0.05
PF06052,1.0,,0.0
PF06060,1.0,,0.0
PF06148,1.0,,0.0
PF06159,1.0,,0.0
PF06202,1.0,,0.0
PF06209,1.0,,0.0
PF06211,1.0,,0.0
PF06220,1.0,,0.0
PF06248,1.0,,0.0
PF06268,0.38,0.75,0.13
PF06309,0.73,2.64,0.01
PF06337,0.7,2.71,0.08
PF06367,0.88,3.95,0.0
PF06388,1.0,,0.0
PF06393,1.0,,0.0
PF06396,1.0,,0.0
PF06407,1.0,,0.0
PF06409,1.0,,0.0
PF06456,0.85,3.84,0.0
PF06463,1.0,,0.0
PF06464,0.64,1.96,0.05
PF06467,0.42,0.65,0.07
