Pfam_code,mean_%conservation,blosum62_global_mean,perc_gaps
PF00095,0.61,2.56,0.04
PF00096,0.55,2.53,0.01
PF00097,0.65,1.66,0.05
PF00098,0.67,3.46,0.06
PF00102,0.52,2.02,0.03
PF00103,0.88,3.92,0.0
PF00105,0.64,3.25,0.02
PF00106,0.52,0.96,0.03
PF00108,1.0,,0.0
PF00109,1.0,,0.0
PF00112,0.57,2.07,0.04
PF00117,0.57,1.33,0.06
PF00118,1.0,,0.0
PF00120,1.0,,0.0
PF00125,0.59,0.35,0.04
PF00129,0.73,2.87,0.01
PF00130,0.47,1.95,0.06
PF00133,1.0,,0.0
PF00134,0.66,1.94,0.01
PF00135,0.52,1.47,0.03
PF00136,1.0,,0.0
PF00143,0.69,1.66,0.01
PF00146,1.0,,0.0
PF00147,0.77,3.04,0.0
PF00149,0.34,0.15,0.09
PF00151,1.0,,0.0
PF00152,1.0,,0.0
PF00153,0.38,0.85,0.06
PF00155,1.0,,0.0
PF00167,0.69,2.01,0.02
PF00168,0.31,0.77,0.16
PF00169,0.3,0.46,0.14
PF00170,0.56,1.54,0.07
PF00171,1.0,,0.0
PF00173,0.64,1.2,0.02
PF00175,1.0,,0.0
PF00176,0.57,1.3,0.03
PF00179,0.57,1.4,0.03
PF00188,1.0,,0.0
PF00191,0.48,1.38,0.01
PF00194,0.59,1.57,0.04
PF00201,0.71,2.96,0.01
PF00202,1.0,,0.0
PF00206,0.58,0.2,0.03
PF00207,0.53,1.86,0.03
PF00209,0.74,2.68,0.01
PF00211,0.55,1.84,0.02
PF00213,1.0,,0.0
PF00215,1.0,,0.0
PF00217,1.0,,0.0
PF00220,0.89,5.22,0.0
PF00224,1.0,,0.0
PF00225,0.53,1.71,0.03
PF00226,0.66,2.62,0.04
PF00229,0.42,0.75,0.04
PF00230,0.74,2.61,0.01
PF00232,0.54,2.52,0.2
PF00236,1.0,,0.0
PF00240,0.41,0.79,0.06
PF00245,1.0,,0.0
PF00246,0.57,1.6,0.04
PF00249,0.43,1.27,0.06
PF00254,0.53,1.59,0.05
PF00255,0.7,-inf,0.01
PF00258,0.53,1.57,0.05
PF00261,1.0,,0.0
PF00270,0.43,0.94,0.07
PF00271,0.4,1.15,0.08
PF00282,1.0,,0.0
PF00287,1.0,,0.0
PF00288,0.49,0.89,0.11
PF00289,1.0,,0.0
PF00292,0.87,3.99,0.0
PF00293,0.39,0.41,0.17
PF00297,0.5,,0.5
PF00307,0.34,0.71,0.06
PF00313,0.54,1.8,0.05
PF00320,0.54,1.45,0.04
PF00324,1.0,,0.0
PF00328,0.9,4.25,0.0
PF00334,1.0,,0.0
PF00335,0.42,0.87,0.06
PF00337,0.51,1.5,0.05
PF00340,0.59,0.43,0.08
PF00341,1.0,,0.0
PF00342,1.0,,0.0
PF00350,1.0,,0.0
PF00354,0.76,2.84,0.0
PF00357,0.71,3.32,0.06
PF00364,0.59,1.59,0.02
PF00370,1.0,,0.0
PF00373,0.49,1.03,0.04
PF00378,0.6,0.66,0.02
PF00382,0.57,0.1,0.0
PF00383,0.57,0.45,0.08
PF00384,1.0,,0.0
PF00385,0.44,1.75,0.11
PF00386,0.45,1.11,0.03
PF00388,0.71,2.97,0.0
PF00389,0.5,,0.5
PF00390,0.84,3.8,0.0
PF00394,1.0,,0.0
PF00396,0.64,3.32,0.01
PF00397,0.57,1.87,0.04
PF00400,0.34,1.16,0.14
PF00405,0.61,2.45,0.03
PF00406,0.5,,0.5
PF00412,0.42,1.4,0.06
PF00413,0.67,2.73,0.02
PF00415,0.56,1.94,0.03
PF00420,1.0,,0.0
PF00431,0.46,1.52,0.04
PF00432,0.65,1.31,0.01
PF00435,0.31,0.61,0.06
PF00439,0.44,1.32,0.11
PF00443,0.22,0.96,0.57
PF00447,1.0,,0.0
PF00448,1.0,,0.0
PF00450,1.0,,0.0
PF00454,0.57,2.14,0.1
PF00459,1.0,,0.0
PF00462,0.84,4.0,0.01
PF00464,0.85,3.75,0.0
PF00467,0.5,1.04,0.09
PF00473,1.0,,0.0
PF00474,0.84,3.86,0.0
PF00481,0.49,0.71,0.04
PF00487,1.0,,0.0
PF00488,1.0,,0.0
PF00491,1.0,,0.0
PF00498,0.39,0.69,0.04
PF00501,0.45,0.99,0.12
PF00503,0.71,2.59,0.01
PF00505,0.46,1.27,0.03
PF00514,0.36,0.81,0.08
PF00515,0.44,1.24,0.1
PF00520,0.36,1.02,0.08
PF00530,0.51,2.02,0.06
PF00531,0.36,0.7,0.1
PF00533,0.33,0.46,0.06
PF00535,0.46,0.45,0.07
PF00536,0.4,1.02,0.06
PF00554,1.0,,0.0
PF00560,0.45,1.61,0.17
PF00561,0.42,-0.33,0.02
PF00564,0.38,0.71,0.08
PF00567,0.36,0.69,0.08
PF00568,0.58,0.38,0.05
PF00571,0.62,1.19,0.06
PF00573,1.0,,0.0
PF00579,1.0,,0.0
PF00583,0.38,0.22,0.19
PF00587,1.0,,0.0
PF00588,1.0,,0.0
PF00591,1.0,,0.0
PF00595,0.42,0.91,0.06
PF00596,1.0,,0.0
PF00607,1.0,,0.0
PF00609,0.65,2.02,0.01
PF00610,0.47,1.31,0.07
PF00612,0.44,1.59,0.1
PF00613,0.53,1.18,0.1
PF00615,0.46,1.22,0.02
PF00616,1.0,,0.0
PF00618,0.46,0.44,0.13
PF00619,0.36,0.62,0.06
PF00620,0.43,1.22,0.03
PF00621,0.43,0.94,0.02
PF00622,0.38,0.66,0.1
PF00623,0.72,2.2,0.0
PF00625,0.58,0.4,0.06
PF00626,0.36,0.66,0.05
PF00627,0.44,1.15,0.04
PF00628,0.45,2.17,0.05
PF00629,0.38,0.98,0.06
PF00630,0.44,1.6,0.11
PF00631,0.59,1.91,0.03
PF00632,0.67,1.7,0.02
PF00633,1.0,,0.0
PF00634,0.52,1.48,0.02
PF00635,0.55,1.17,0.1
PF00637,0.33,0.37,0.06
PF00638,0.7,2.93,0.01
PF00640,0.47,1.12,0.05
PF00641,0.57,2.57,0.03
PF00642,0.48,2.16,0.12
PF00643,0.5,1.83,0.08
PF00644,0.58,0.54,0.1
PF00646,0.61,0.87,0.03
PF00650,1.0,,0.0
PF00651,0.41,1.21,0.07
PF00652,0.4,0.84,0.09
PF00653,0.61,2.05,0.06
PF00656,0.48,1.2,0.06
PF00657,1.0,,0.0
PF00664,0.47,0.78,0.01
PF00665,1.0,,0.0
PF00666,1.0,,0.0
PF00667,0.78,3.0,0.01
PF00670,1.0,,0.0
PF00675,0.58,0.48,0.04
PF00676,0.58,0.27,0.01
PF00679,1.0,,0.0
PF00681,0.64,2.48,0.0
PF00682,1.0,,0.0
PF00685,0.51,1.18,0.08
PF00689,1.0,,0.0
PF00692,1.0,,0.0
PF00694,1.0,,0.0
PF00698,1.0,,0.0
PF00702,0.44,0.46,0.08
PF00704,0.76,2.98,0.02
PF00705,1.0,,0.0
PF00725,0.48,1.09,0.09
PF00730,0.28,0.51,0.47
PF00733,0.5,,0.5
PF00743,0.73,2.9,0.0
PF00749,0.7,1.95,0.01
PF00750,1.0,,0.0
PF00752,0.67,1.82,0.03
PF00754,0.51,1.81,0.06
PF00755,0.63,1.12,0.02
PF00756,1.0,,0.0
PF00757,0.74,2.92,0.01
PF00780,0.47,0.34,0.03
PF00781,0.48,1.56,0.16
PF00782,0.63,2.19,0.02
PF00786,0.49,1.03,0.07
PF00787,0.4,1.0,0.04
PF00788,0.34,0.29,0.13
PF00789,0.5,0.88,0.02
PF00790,0.65,2.1,0.03
PF00792,0.48,1.15,0.1
PF00794,0.53,0.97,0.03
PF00797,1.0,,0.0
PF00801,0.39,0.75,0.08
PF00808,1.0,,0.0
PF00811,1.0,,0.0
PF00822,0.49,1.35,0.04
PF00837,0.69,-inf,0.0
PF00839,0.38,1.11,0.05
PF00850,1.0,,0.0
PF00852,0.96,5.3,0.03
PF00854,0.5,-0.72,0.42
PF00856,0.55,0.26,0.23
PF00865,1.0,,0.0
PF00867,0.68,1.65,0.02
PF00870,0.8,3.35,0.0
PF00878,0.38,1.21,0.13
PF00879,1.0,,0.0
PF00880,0.45,1.41,0.04
PF00884,0.59,1.46,0.07
PF00887,1.0,,0.0
PF00891,1.0,,0.0
PF00899,0.37,0.87,0.27
PF00903,1.0,,0.0
PF00909,1.0,,0.0
PF00916,0.69,1.98,0.0
PF00927,0.34,0.45,0.08
PF00928,0.48,0.32,0.02
PF00929,1.0,,0.0
PF00930,0.6,0.55,0.03
PF00931,1.0,,0.0
PF00932,1.0,,0.0
PF00939,1.0,,0.0
PF00941,1.0,,0.0
PF00957,0.64,1.85,0.01
PF00965,1.0,,0.0
PF00969,0.75,3.53,0.02
PF00970,0.79,3.46,0.01
PF00975,1.0,,0.0
PF00989,0.62,1.05,0.05
PF00997,1.0,,0.0
PF00999,0.63,2.17,0.03
PF01008,1.0,,0.0
PF01019,0.6,1.5,0.02
PF01023,1.0,,0.0
PF01026,1.0,,0.0
PF01030,0.49,1.53,0.03
PF01039,0.67,1.82,0.03
PF01044,1.0,,0.0
PF01049,1.0,,0.0
PF01053,1.0,,0.0
PF01064,0.62,1.57,0.05
PF01068,0.55,1.18,0.02
PF01071,1.0,,0.0
PF01073,1.0,,0.0
PF01074,0.67,1.71,0.0
PF01079,1.0,,0.0
PF01093,0.61,0.95,0.02
PF01094,0.41,0.64,0.06
PF01099,0.55,1.11,0.02
PF01102,1.0,,0.0
PF01105,0.69,2.25,0.01
PF01108,0.4,0.87,0.18
PF01109,1.0,,0.0
PF01110,1.0,,0.0
PF01112,1.0,,0.0
PF01114,1.0,,0.0
PF01119,1.0,,0.0
PF01122,1.0,,0.0
PF01124,1.0,,0.0
PF01126,1.0,,0.0
PF01129,0.67,1.54,0.02
PF01144,0.56,-0.16,0.06
PF01148,1.0,,0.0
PF01150,1.0,,0.0
PF01151,0.62,0.99,0.04
PF01153,1.0,,0.0
PF01163,0.58,1.55,0.04
PF01166,1.0,,0.0
PF01167,1.0,,0.0
PF01182,1.0,,0.0
PF01187,1.0,,0.0
PF01189,1.0,,0.0
PF01202,1.0,,0.0
PF01204,1.0,,0.0
PF01213,1.0,,0.0
PF01216,1.0,,0.0
PF01217,1.0,,0.0
PF01230,1.0,,0.0
PF01231,1.0,,0.0
PF01234,0.69,1.83,0.0
PF01238,1.0,,0.0
PF01244,1.0,,0.0
PF01248,0.44,0.87,0.11
PF01254,1.0,,0.0
PF01271,0.56,0.45,0.19
PF01273,0.35,0.43,0.06
PF01284,0.38,0.54,0.07
PF01287,1.0,,0.0
PF01291,1.0,,0.0
PF01299,1.0,,0.0
PF01323,1.0,,0.0
PF01331,1.0,,0.0
PF01344,0.45,1.55,0.08
PF01347,1.0,,0.0
PF01352,0.7,2.13,0.05
PF01363,0.59,2.59,0.06
PF01380,0.55,-0.21,0.03
PF01387,1.0,,0.0
PF01390,0.72,3.02,0.05
PF01391,0.57,2.2,0.03
PF01394,0.36,-0.18,0.06
PF01396,1.0,,0.0
PF01398,0.39,0.41,0.07
PF01399,0.32,0.46,0.1
PF01400,0.64,2.13,0.02
PF01401,0.77,3.1,0.0
PF01410,0.89,4.56,0.0
PF01411,1.0,,0.0
PF01412,0.56,1.34,0.02
PF01417,1.0,,0.0
PF01421,0.52,1.62,0.02
PF01425,1.0,,0.0
PF01426,0.45,0.44,0.05
PF01429,0.53,1.21,0.04
PF01431,1.0,,0.0
PF01432,1.0,,0.0
PF01433,0.69,2.62,0.0
PF01434,1.0,,0.0
PF01435,1.0,,0.0
PF01436,0.47,1.4,0.01
PF01437,0.39,1.81,0.13
PF01442,0.52,0.2,0.35
PF01451,1.0,,0.0
PF01459,1.0,,0.0
PF01462,0.48,1.49,0.03
PF01463,0.39,1.15,0.05
PF01467,1.0,,0.0
PF01471,0.49,1.33,0.03
PF01472,1.0,,0.0
PF01477,0.39,0.85,0.11
PF01483,1.0,,0.0
PF01485,1.0,,0.0
PF01490,1.0,,0.0
PF01496,1.0,,0.0
PF01500,0.63,5.62,0.34
PF01510,0.63,2.38,0.09
PF01529,1.0,,0.0
PF01531,1.0,,0.0
PF01532,0.61,2.0,0.04
PF01535,0.47,0.97,0.21
PF01551,1.0,,0.0
PF01553,0.52,1.01,0.04
PF01562,1.0,,0.0
PF01564,0.62,0.84,0.02
PF01575,1.0,,0.0
PF01582,0.43,0.99,0.11
PF01583,1.0,,0.0
PF01585,0.54,1.86,0.04
PF01588,0.82,3.47,0.01
PF01590,0.57,0.41,0.08
PF01591,1.0,,0.0
PF01593,1.0,,0.0
PF01602,0.48,0.9,0.02
PF01612,1.0,,0.0
PF01624,0.57,-0.01,0.05
PF01630,1.0,,0.0
PF01650,1.0,,0.0
PF01661,0.5,0.93,0.03
PF01663,0.65,2.23,0.02
PF01667,1.0,,0.0
PF01694,0.54,0.88,0.03
PF01699,0.44,0.33,0.04
PF01712,0.66,2.36,0.02
PF01729,1.0,,0.0
PF01731,0.86,4.07,0.0
PF01733,0.71,2.17,0.01
PF01740,0.62,1.81,0.03
PF01751,1.0,,0.0
PF01753,0.55,2.53,0.03
PF01755,1.0,,0.0
PF01756,1.0,,0.0
PF01758,0.66,1.43,0.02
PF01759,0.38,0.53,0.09
PF01762,1.0,,0.0
PF01770,0.72,2.31,0.01
PF01812,1.0,,0.0
PF01822,0.5,1.35,0.08
PF01823,1.0,,0.0
PF01825,1.0,,0.0
PF01826,0.51,2.39,0.04
PF01833,0.33,0.82,0.15
PF01835,0.68,2.22,0.02
PF01839,0.52,2.3,0.04
PF01842,1.0,,0.0
PF01846,0.43,1.18,0.03
PF01852,0.47,0.53,0.06
PF01878,1.0,,0.0
PF01896,1.0,,0.0
PF01909,0.49,0.8,0.2
PF01920,0.47,0.29,0.01
PF01926,0.45,1.17,0.21
PF01963,1.0,,0.0
PF01966,1.0,,0.0
PF01991,1.0,,0.0
PF02002,1.0,,0.0
PF02005,1.0,,0.0
PF02022,1.0,,0.0
PF02023,0.62,0.88,0.02
PF02024,1.0,,0.0
PF02037,0.72,2.53,0.03
PF02038,0.63,2.09,0.04
PF02055,1.0,,0.0
PF02058,0.69,2.23,0.02
PF02063,1.0,,0.0
PF02077,1.0,,0.0
PF02083,1.0,,0.0
PF02101,1.0,,0.0
PF02106,1.0,,0.0
PF02136,1.0,,0.0
PF02140,1.0,,0.0
PF02141,0.59,1.7,0.03
PF02142,0.57,-0.2,0.03
PF02148,0.7,2.07,0.02
PF02171,1.0,,0.0
PF02172,1.0,,0.0
PF02173,1.0,,0.0
PF02174,0.74,2.28,0.02
PF02176,0.51,1.53,0.04
PF02181,0.47,1.19,0.02
PF02197,0.68,1.72,0.03
PF02198,0.49,1.32,0.02
PF02204,1.0,,0.0
PF02205,0.53,1.61,0.13
PF02210,0.33,0.72,0.04
PF02212,1.0,,0.0
PF02214,0.58,2.15,0.02
PF02219,1.0,,0.0
PF02221,1.0,,0.0
PF02223,1.0,,0.0
PF02230,1.0,,0.0
PF02259,1.0,,0.0
PF02263,0.62,2.27,0.03
PF02269,0.64,1.43,0.02
PF02272,1.0,,0.0
PF02275,1.0,,0.0
PF02295,0.59,0.83,0.02
PF02297,1.0,,0.0
PF02301,1.0,,0.0
PF02319,1.0,,0.0
PF02337,1.0,,0.0
PF02338,0.48,0.4,0.08
PF02344,1.0,,0.0
PF02347,1.0,,0.0
PF02351,0.53,-0.25,0.28
PF02366,0.69,1.84,0.01
PF02368,1.0,,0.0
PF02373,0.55,1.45,0.03
PF02374,1.0,,0.0
PF02389,1.0,,0.0
PF02423,1.0,,0.0
PF02434,0.48,1.42,0.21
PF02441,1.0,,0.0
PF02469,0.37,0.89,0.1
PF02485,0.72,2.47,0.01
PF02493,0.45,1.94,0.14
PF02494,0.79,3.32,0.0
PF02516,1.0,,0.0
PF02518,0.87,3.92,0.01
PF02535,0.44,1.03,0.26
PF02544,0.79,3.17,0.0
PF02597,1.0,,0.0
PF02636,1.0,,0.0
PF02637,1.0,,0.0
PF02678,1.0,,0.0
PF02709,1.0,,0.0
PF02727,0.72,2.06,0.0
PF02728,1.0,,0.0
PF02732,1.0,,0.0
PF02744,1.0,,0.0
PF02750,1.0,,0.0
PF02752,0.53,1.32,0.06
PF02758,0.64,1.14,0.01
PF02759,0.51,0.91,0.05
PF02760,1.0,,0.0
PF02769,0.39,-0.12,0.11
PF02771,0.64,1.1,0.01
PF02779,0.6,1.16,0.04
PF02780,1.0,,0.0
PF02781,1.0,,0.0
PF02784,1.0,,0.0
PF02785,1.0,,0.0
PF02786,0.52,0.84,0.03
PF02793,0.55,1.85,0.09
PF02798,0.48,0.19,0.06
PF02801,1.0,,0.0
PF02803,0.73,2.34,0.01
PF02806,1.0,,0.0
PF02815,0.61,0.68,0.01
PF02816,1.0,,0.0
PF02818,0.76,3.25,0.01
PF02824,0.6,0.55,0.0
PF02827,1.0,,0.0
PF02836,1.0,,0.0
PF02841,0.89,3.95,0.0
PF02845,0.6,0.9,0.02
PF02847,1.0,,0.0
PF02852,0.71,2.18,0.0
PF02854,0.36,0.29,0.07
PF02870,1.0,,0.0
PF02872,1.0,,0.0
PF02880,1.0,,0.0
PF02882,1.0,,0.0
PF02883,0.55,-0.2,0.05
PF02886,0.57,1.22,0.0
PF02889,0.48,1.14,0.03
PF02892,0.66,2.56,0.0
PF02893,0.39,0.22,0.08
PF02897,1.0,,0.0
PF02902,1.0,,0.0
PF02922,1.0,,0.0
PF02931,0.45,1.25,0.07
PF02932,0.81,3.29,0.04
PF02969,0.69,2.17,0.02
PF02984,0.56,0.12,0.06
PF02985,0.48,1.01,0.07
PF02994,1.0,,0.0
PF03016,1.0,,0.0
PF03024,0.51,1.11,0.05
PF03031,1.0,,0.0
PF03051,1.0,,0.0
PF03054,1.0,,0.0
PF03061,0.47,0.95,0.05
PF03062,0.45,0.49,0.08
PF03068,0.74,3.16,0.03
PF03071,1.0,,0.0
PF03083,0.61,0.81,0.02
PF03096,1.0,,0.0
PF03098,1.0,,0.0
PF03099,1.0,,0.0
PF03104,1.0,,0.0
PF03109,1.0,,0.0
PF03114,0.48,0.39,0.06
PF03129,0.41,0.2,0.03
PF03131,1.0,,0.0
PF03133,0.48,0.79,0.04
PF03137,0.5,,0.5
PF03143,1.0,,0.0
PF03144,0.56,1.09,0.05
PF03151,1.0,,0.0
PF03153,1.0,,0.0
PF03155,0.62,1.04,0.06
PF03160,1.0,,0.0
PF03165,0.67,1.71,0.02
PF03171,0.86,4.48,0.04
PF03179,0.75,2.92,0.01
PF03184,0.53,0.99,0.04
PF03185,1.0,,0.0
PF03188,0.71,2.23,0.01
PF03190,1.0,,0.0
PF03200,1.0,,0.0
PF03215,1.0,,0.0
PF03221,0.51,1.66,0.09
PF03226,1.0,,0.0
PF03259,1.0,,0.0
PF03281,0.59,0.84,0.09
PF03299,1.0,,0.0
PF03332,0.84,3.76,0.01
PF03351,0.48,0.55,0.07
PF03357,0.43,0.83,0.03
PF03364,1.0,,0.0
PF03370,0.61,2.11,0.09
PF03372,0.37,0.07,0.05
PF03378,1.0,,0.0
PF03388,1.0,,0.0
PF03399,1.0,,0.0
PF03402,1.0,,0.0
PF03403,0.71,2.25,0.01
PF03404,1.0,,0.0
PF03414,1.0,,0.0
PF03435,1.0,,0.0
PF03446,1.0,,0.0
PF03450,1.0,,0.0
PF03454,1.0,,0.0
PF03464,1.0,,0.0
PF03465,1.0,,0.0
PF03487,1.0,,0.0
PF03516,0.69,2.86,0.02
PF03533,1.0,,0.0
PF03567,0.47,0.86,0.1
PF03572,0.57,1.72,0.04
PF03607,0.66,1.34,0.03
PF03630,1.0,,0.0
PF03643,1.0,,0.0
PF03656,1.0,,0.0
PF03670,1.0,,0.0
PF03700,1.0,,0.0
PF03725,1.0,,0.0
PF03731,0.57,0.15,0.03
PF03770,0.52,1.16,0.07
PF03798,0.4,-0.11,0.05
PF03803,0.72,2.87,0.01
PF03807,0.59,0.6,0.04
PF03810,0.63,1.09,0.01
PF03815,0.71,2.47,0.06
PF03828,0.76,2.86,0.03
PF03847,1.0,,0.0
PF03901,1.0,,0.0
PF03908,1.0,,0.0
PF03921,0.59,1.55,0.02
PF03931,1.0,,0.0
PF03949,0.76,2.85,0.01
PF03953,0.62,1.08,0.0
PF03954,1.0,,0.0
PF03957,1.0,,0.0
PF03959,1.0,,0.0
PF03992,0.64,2.23,0.03
PF03999,1.0,,0.0
PF04006,1.0,,0.0
PF04053,1.0,,0.0
PF04055,0.37,-0.02,0.09
PF04057,1.0,,0.0
PF04072,1.0,,0.0
PF04095,1.0,,0.0
PF04099,1.0,,0.0
PF04100,1.0,,0.0
PF04103,0.41,0.69,0.08
PF04110,1.0,,0.0
PF04114,1.0,,0.0
PF04140,1.0,,0.0
PF04142,0.73,2.25,0.01
PF04177,1.0,,0.0
PF04188,1.0,,0.0
PF04191,1.0,,0.0
PF04193,0.43,0.25,0.12
PF04209,1.0,,0.0
PF04218,1.0,,0.0
PF04258,1.0,,0.0
PF04266,1.0,,0.0
PF04280,1.0,,0.0
PF04300,1.0,,0.0
PF04326,1.0,,0.0
PF04360,1.0,,0.0
PF04434,1.0,,0.0
PF04438,1.0,,0.0
PF04488,1.0,,0.0
PF04499,1.0,,0.0
PF04500,0.86,4.31,0.0
PF04503,1.0,,0.0
PF04538,0.57,0.17,0.05
PF04547,1.0,,0.0
PF04548,0.58,2.09,0.04
PF04549,1.0,,0.0
PF04560,0.76,2.99,0.01
PF04564,0.6,1.64,0.01
PF04579,1.0,,0.0
PF04588,1.0,,0.0
PF04593,1.0,,0.0
PF04598,0.51,1.0,0.02
PF04603,1.0,,0.0
PF04628,1.0,,0.0
PF04629,1.0,,0.0
PF04680,0.94,5.03,0.0
PF04691,1.0,,0.0
PF04707,0.55,1.13,0.02
PF04712,1.0,,0.0
PF04732,0.54,0.73,0.05
PF04750,1.0,,0.0
PF04757,1.0,,0.0
PF04790,1.0,,0.0
PF04802,1.0,,0.0
PF04803,1.0,,0.0
PF04811,0.66,2.65,0.01
PF04815,1.0,,0.0
PF04819,1.0,,0.0
PF04824,1.0,,0.0
PF04826,1.0,,0.0
PF04841,1.0,,0.0
PF04845,0.83,3.61,0.01
PF04847,0.83,3.7,0.02
PF04849,1.0,,0.0
PF04857,1.0,,0.0
PF04908,0.71,2.74,0.02
PF04909,1.0,,0.0
PF04912,1.0,,0.0
PF04952,1.0,,0.0
PF04969,0.47,0.16,0.06
PF04970,0.79,3.14,0.0
PF04983,1.0,,0.0
PF04997,1.0,,0.0
PF04998,1.0,,0.0
PF05000,1.0,,0.0
PF05001,0.9,4.88,0.01
PF05004,1.0,,0.0
PF05008,1.0,,0.0
PF05039,1.0,,0.0
PF05063,0.65,1.58,0.04
PF05066,1.0,,0.0
PF05083,1.0,,0.0
PF05147,1.0,,0.0
PF05148,1.0,,0.0
PF05185,1.0,,0.0
PF05186,0.7,2.3,0.02
PF05188,0.45,0.34,0.04
PF05190,0.39,0.06,0.04
PF05193,0.39,0.08,0.04
PF05205,1.0,,0.0
PF05217,1.0,,0.0
PF05219,1.0,,0.0
PF05225,0.61,1.9,0.16
PF05250,1.0,,0.0
PF05279,1.0,,0.0
PF05287,0.51,0.86,0.05
PF05296,0.49,1.43,0.03
PF05300,1.0,,0.0
PF05308,1.0,,0.0
PF05337,1.0,,0.0
PF05347,1.0,,0.0
PF05350,1.0,,0.0
PF05399,1.0,,0.0
PF05406,0.76,2.97,0.0
PF05454,1.0,,0.0
PF05458,1.0,,0.0
PF05461,0.63,1.96,0.02
PF05470,1.0,,0.0
PF05474,1.0,,0.0
PF05477,1.0,,0.0
PF05478,0.63,1.24,0.01
PF05483,1.0,,0.0
PF05507,1.0,,0.0
PF05510,1.0,,0.0
PF05544,1.0,,0.0
PF05577,1.0,,0.0
PF05602,1.0,,0.0
PF05609,0.81,3.39,0.02
PF05622,1.0,,0.0
PF05648,0.61,0.82,0.04
PF05653,1.0,,0.0
PF05686,1.0,,0.0
PF05693,1.0,,0.0
PF05699,0.54,-0.4,0.04
PF05706,1.0,,0.0
PF05716,1.0,,0.0
PF05721,0.6,0.65,0.02
PF05726,1.0,,0.0
PF05729,0.44,1.09,0.06
PF05739,0.49,1.16,0.02
PF05741,1.0,,0.0
PF05743,1.0,,0.0
PF05760,0.5,,0.5
PF05770,1.0,,0.0
PF05773,0.36,0.49,0.22
PF05781,1.0,,0.0
PF05782,1.0,,0.0
PF05790,0.56,0.91,0.04
PF05793,1.0,,0.0
PF05804,1.0,,0.0
PF05805,1.0,,0.0
PF05817,1.0,,0.0
PF05831,0.67,1.94,0.02
PF05889,1.0,,0.0
PF05903,1.0,,0.0
PF05916,1.0,,0.0
PF05922,1.0,,0.0
PF05934,1.0,,0.0
PF05937,1.0,,0.0
PF05956,1.0,,0.0
PF05970,1.0,,0.0
PF05971,1.0,,0.0
PF05986,0.48,1.42,0.04
PF05995,1.0,,0.0
PF05997,1.0,,0.0
PF06008,0.45,0.42,0.01
PF06009,1.0,,0.0
PF06021,0.63,1.98,0.02
PF06027,1.0,,0.0
PF06046,0.51,0.83,0.04
PF06052,1.0,,0.0
PF06060,1.0,,0.0
PF06148,1.0,,0.0
PF06159,1.0,,0.0
PF06202,1.0,,0.0
PF06209,1.0,,0.0
PF06211,1.0,,0.0
PF06220,1.0,,0.0
PF06248,1.0,,0.0
PF06268,0.4,0.7,0.05
PF06309,0.73,2.64,0.0
PF06337,0.75,2.95,0.0
PF06367,0.88,3.99,0.0
PF06388,1.0,,0.0
PF06393,1.0,,0.0
PF06396,1.0,,0.0
PF06407,1.0,,0.0
PF06409,1.0,,0.0
PF06456,0.85,3.89,0.0
PF06463,1.0,,0.0
